Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18
EDTNA-ERCA Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-6686a,JORC,1019-083X,1755-6686,1,0,1,0,1,0,0,0,0,0
Educational Measurement: Issues and Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-3992,EMIP,0731-1745,1745-3992,20,7,13,4,0,6,3,3,0,4
Educational Philosophy and Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-5812,EPAT,0013-1857,1469-5812,17,10,7,1,6,6,0,1,2,1
Educational Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-5446,EDTH,0013-2004,1741-5446,36,17,19,2,4,6,11,8,3,2
EFSA Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1831-4732,EFS2,1831-4732,1831-4732,149,27,122,17,25,20,27,14,31,15
EFSA Supporting Publications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2397-8325,EFS3,2397-8325,2397-8325,56,4,52,5,2,3,3,10,23,10
El Mensajero,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-6617,ELME,1556-6617,1556-6617,0,0,0,0,0,0,0,0,0,0
Electrical Engineering in Japan,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6416,EEJ,0424-7760,1520-6416,13,1,12,1,2,1,2,4,2,1
Electroanalysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4109,2049,1040-0397,1521-4109,153,42,111,11,19,14,22,26,30,31
Electronic Journal of Theoretical Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1082-4928,EJT,1082-4928,1082-4928,7,0,7,1,1,0,3,0,0,2
Electronics and Communications in Japan,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1942-9541,ECJ,1942-9533,1942-9541,10,4,6,0,0,0,5,2,3,0
Electronics and Communications in Japan (Part I: Communications),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6424,ECJ,8756-6621,1520-6424,2,0,2,0,1,0,0,1,0,0
Electronics and Communications in Japan (Part II: Electronics),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6432,ECJB,8756-663X,1520-6432,19,0,19,1,0,2,9,5,2,0
Electronics and Communications in Japan (Part III: Fundamental Electronic Science),John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6440,ECJC,1042-0967,1520-6440,3,0,3,0,1,2,0,0,0,0
ELECTROPHORESIS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2683,2027,0173-0835,1522-2683,408,91,317,33,49,90,52,55,72,57
EMBO Molecular Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1757-4684,2484,1757-4676,1757-4684,75,40,35,9,9,8,14,13,10,12
EMBO reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1469-3178,2327,1469-221X,1469-3178,202,98,104,32,22,30,35,10,30,43
Embryologia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-169Xa,DGD,0367-0228,1440-169X,1,0,1,0,1,0,0,0,0,0
Emergency Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2026,EMM,1035-6851,1442-2026,12,4,8,2,4,0,2,1,2,1
Emergency Medicine Australasia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1742-6723,EMM,1742-6731,1742-6723,70,31,39,11,9,13,7,15,6,9
Employment Relations Today,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6459,ERT,0745-7790,1520-6459,39,5,34,0,4,5,18,6,5,1
"Endocrinology, Diabetes & Metabolism",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2398-9238,EDM2,2398-9238,2398-9238,6,4,2,0,0,1,2,3,0,0
Endodontic Topics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1601-1546,ETP,1601-1538,1601-1546,8,5,3,0,7,0,0,1,0,0
ENERGY & ENVIRONMENTAL MATERIALS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2575-0356,EEM2,2575-0356,2575-0356,2,1,1,0,0,0,0,0,2,0
Energy Science & Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0505,ESE3,2050-0505,2050-0505,31,17,14,3,8,1,7,4,4,4
Energy Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2194-4296,2198,2194-4288,2194-4296,71,31,40,9,9,7,21,11,7,7
Engineering Construction and Architectural Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-232X,ECA,0969-9988,1365-232X,0,0,0,0,0,0,0,0,0,0
Engineering in Life Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1618-2863,2129,1618-0240,1618-2863,65,17,48,3,4,6,10,14,13,15
English in Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-8845,EIE,0425-0494,1754-8845,8,5,3,0,0,1,1,1,4,1
English Literary Renaissance,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-6757,ENLR,0013-8312,1475-6757,15,3,12,2,0,0,0,8,1,4
Enrollment Management Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1945-6263,EMT,1094-3757,1945-6263,5,3,2,0,2,0,0,2,1,0
Entomologia Experimentalis et Applicata,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1570-7458,EEA,0013-8703,1570-7458,377,121,256,35,62,68,61,48,56,47
Entomological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-5967,ENR,1738-2297,1748-5967,58,31,27,6,6,21,18,0,4,3
Entomological Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8298,ENS,1343-8786,1479-8298,44,20,24,12,2,6,6,7,8,3
Entrepreneurship Theory and Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6520,ETAP,1042-2587,1540-6520,100,61,39,9,11,15,51,9,2,3
Environmental and Molecular Mutagenesis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2280,EM,0893-6692,1098-2280,105,51,54,26,30,13,18,10,3,5
Environmental Geosciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1526-0984,EGE,1075-9565,1526-0984,0,0,0,0,0,0,0,0,0,0
Environmental Law & Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0941,ELM,1067-6058,1099-0941,0,0,0,0,0,0,0,0,0,0
Environmental Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1462-2920,EMI,1462-2912,1462-2920,1190,574,616,212,208,168,146,252,106,98
Environmental Microbiology Reports,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-2229,EMI4,1758-2229,1758-2229,225,111,114,39,44,32,35,26,28,21
Environmental Mutagenesis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1930-238X,EM,0192-2521,1930-238X,0,0,0,0,0,0,0,0,0,0
Environmental Policy and Governance,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1756-9338,EET,1756-932X,1756-9338,57,20,37,5,13,5,6,11,14,3
Environmental Progress,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1547-5921,EP,0278-4491,1547-5921,30,2,28,0,1,14,6,9,0,0
Environmental Progress & Sustainable Energy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1944-7450,EP,1944-7442,1944-7450,37,17,20,2,10,5,4,9,6,1
Environmental Quality Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6483,TQEM,1088-1913,1520-6483,4,0,4,2,1,0,0,1,0,0
Environmental Toxicology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7278,TOX,1520-4081,1522-7278,89,26,63,11,16,22,15,14,2,9
Environmental Toxicology and Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-8618,ETC,0730-7268,1552-8618,426,208,218,96,47,50,78,59,53,43
Environmental Toxicology and Water Quality,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2256,TOX,1053-4725,1098-2256,6,4,2,0,0,1,5,0,0,0
Environmetrics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-095X,ENV,1180-4009,1099-095X,68,29,39,6,17,9,13,11,7,5
"Eos, Transactions American Geophysical Union",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2324-9250,EOST,0096-3941,2324-9250,103,19,84,8,7,16,21,26,16,9
"Eos, Transactions American Geophysical Union",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2324-9250a,EOST,0002-8606,2324-9250,16,0,16,3,2,1,4,4,1,1
Epilepsia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1528-1167,EPI,0013-9580,1528-1167,1072,537,535,214,153,180,142,134,146,103
Epilepsia Open,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2470-9239,EPI4,2470-9239,2470-9239,7,2,5,1,3,0,1,1,1,0
Epilepsy Currents,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1535-7511,EPC,1535-7597,1535-7511,1,1,0,0,0,0,0,0,0,1
Epileptic Disorders,John Wiley and Sons,Wiley Online Library,10.1684/(ISSN)1950-6945,EPD2,1294-9361,1950-6945,16,7,9,6,6,0,3,1,0,0
EPPO Bulletin,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2338,EPP,0250-8052,1365-2338,41,23,18,3,10,3,3,7,13,2
Equine Veterinary Education,John Wiley and Sons,Wiley Online Library,10.1001/(ISSN)2042-3292,EVE,0957-7734,2042-3292,1456,576,880,221,345,163,169,173,237,148
Equine Veterinary Journal,John Wiley and Sons,Wiley Online Library,10.1001/(ISSN)2042-3306,EVJ,0425-1644,2042-3306,2162,572,1590,302,359,313,348,226,356,258
ESC Heart Failure,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2055-5822,EHF2,2055-5822,2055-5822,24,10,14,5,3,3,5,4,0,4
Ethics & International Affairs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-7093,EIA,0892-6794,1747-7093,13,6,7,1,2,2,0,5,0,3
Ethnographic Praxis in Industry Conference Proceedings,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1559-8918,EPIC,1559-890X,1559-8918,22,9,13,1,4,1,1,15,0,0
Ethology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0310,ETH,0179-1613,1439-0310,350,210,140,50,51,81,70,55,32,11
Ethos,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1352,ETHO,0091-2131,1548-1352,86,50,36,4,7,11,11,36,17,0
ETRI Journal,John Wiley and Sons,Wiley Online Library,10.4218/(ISSN)2233-7326,ETR2,1225-6463,2233-7326,28,10,18,0,6,2,11,4,3,2
ETS Research Bulletin Series,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2333-8504,ETS2,0424-6144,2333-8504,14,1,13,1,6,3,2,1,0,1
ETS Research Report Series,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-8516,ETS2,2330-8516,2330-8516,39,12,27,1,5,6,7,5,8,7
EuroChoices,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1746-692X,EUCH,1478-0917,1746-692X,8,3,5,0,0,1,2,2,1,2
European Diabetes Nursing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1551-7861,EDN,1551-7853,1551-7861,0,0,0,0,0,0,0,0,0,0
European Eating Disorders Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0968,ERV,1072-4133,1099-0968,80,42,38,2,7,14,27,22,1,7
European Environment,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0976,EET,0961-0405,1099-0976,3,1,2,0,0,1,0,0,0,2
European Financial Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-036X,EUFM,1354-7798,1468-036X,30,15,15,3,1,10,2,11,3,0
European Journal of Anaesthesiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2346,EJA,0265-0215,1365-2346,12,9,3,0,5,0,5,1,1,0
European Journal of Biochemistry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1432-1033,FEBS,0014-2956,1432-1033,985,276,709,126,134,178,142,173,117,115
European Journal of Cancer Care,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2354,ECC,0961-5423,1365-2354,59,33,26,8,10,8,10,5,3,15
European Journal of Clinical Investigation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2362,ECI,0014-2972,1365-2362,111,46,65,13,18,19,22,15,11,13
European Journal of Dental Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0579,EJE,1396-5883,1600-0579,6,3,3,2,0,0,1,1,2,0
European Journal of Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-3435,EJED,0141-8211,1465-3435,18,7,11,3,1,7,3,0,1,3
European Journal of Forest Pathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0329a,EFP,0300-1237,1439-0329,3,1,2,0,0,1,2,0,0,0
European Journal of Haematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0609,EJH,0902-4441,1600-0609,182,61,121,18,30,35,31,20,35,13
European Journal of Heart Failure,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1879-0844,EJHF,1388-9842,1879-0844,200,122,78,24,53,26,22,20,25,30
European Journal of Heart Failure Supplements,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1878-1314,EHFS,1567-4215,1878-1314,1,1,0,0,0,0,0,1,0,0
European Journal of Immunogenetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2370,IJI,0960-7420,1365-2370,0,0,0,0,0,0,0,0,0,0
European Journal of Immunology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4141,2040,0014-2980,1521-4141,844,341,503,133,118,127,127,120,122,97
European Journal of Inorganic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0682c,2005,1434-1948,1099-0682,439,123,316,58,70,67,64,85,63,32
European Journal of Lipid Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1438-9312,2114,1438-7697,1438-9312,171,57,114,18,11,26,29,28,39,20
European Journal of Neurology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-1331,ENE,1351-5101,1468-1331,380,130,250,40,41,83,82,62,32,40
European Journal of Neuroscience,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1460-9568,EJN,0953-816X,1460-9568,858,381,477,146,141,149,115,112,121,74
European Journal of Oral Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0722,EOS,0909-8836,1600-0722,20,8,12,1,6,3,5,3,2,0
European Journal of Organic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690,2046,1434-193X,1099-0690,993,237,756,126,178,155,147,128,119,140
European Journal of Pain,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-2149,EJP,1090-3801,1532-2149,164,87,77,20,17,38,36,29,12,12
European Journal of Pain Supplements,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1878-0075,EJPS,1754-3207,1878-0075,2,0,2,0,1,1,0,0,0,0
European Journal of Personality,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0984,PER,0890-2070,1099-0984,46,18,28,5,7,10,10,8,4,2
European Journal of Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0378,EJOP,0966-8373,1468-0378,34,11,23,7,6,1,7,5,3,5
European Journal of Political Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-6765,EJPR,0304-4130,1475-6765,133,51,82,3,35,19,25,29,13,9
European Journal of Political Research Political Data Yearbook,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-8852,EPDY,2047-8844,2047-8852,4,2,2,0,4,0,0,0,0,0
European Journal of Social Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0992,EJSP,0046-2772,1099-0992,194,61,133,13,18,37,32,36,30,28
European Journal of Soil Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2389,EJSS,1351-0754,1365-2389,233,110,123,46,38,23,37,32,30,27
European Journal of Surgery,John Wiley and Sons,Wiley Online Library,10.1080/(ISSN)1741-9271,EJS,1102-4151,1741-9271,11,0,11,0,0,6,0,1,2,2
European Law Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0386,EULJ,1351-5993,1468-0386,18,7,11,0,0,8,7,3,0,0
European Management Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1740-4762,EMRE,1740-4754,1740-4762,12,3,9,0,1,1,2,5,2,1
European Policy Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2380-6567,EPA2,2380-6567,2380-6567,0,0,0,0,0,0,0,0,0,0
European Respiratory Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-3003,ERJ,0903-1936,1399-3003,1,1,0,0,0,1,0,0,0,0
European Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1682-4016,ACA,1682-8631,1682-4016,0,0,0,0,0,0,0,0,0,0
European Transactions on Electrical Power,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1546-3109,ETEP,1430-144X,1546-3109,1,0,1,0,1,0,0,0,0,0
European Transactions on Telecommunications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1541-8251,ETT,1124-318X,1541-8251,4,2,2,0,2,0,0,2,0,0
Evidence-Based Child Health: A Cochrane Review Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-6272,EBC2,1557-6272,1557-6272,21,9,12,5,5,7,2,0,0,2
Evidence-based Preclinical Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2054-703X,EBM2,2054-703X,2054-703X,0,0,0,0,0,0,0,0,0,0
Evolution,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1558-5646,EVO,0014-3820,1558-5646,1351,544,807,165,278,255,213,162,132,146
Evolution & Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-142X,EDE,1520-541X,1525-142X,97,63,34,24,6,33,13,2,13,6
Evolution Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2056-3744,EVL3,2056-3744,2056-3744,161,105,56,17,36,20,13,26,31,18
"Evolutionary Anthropology: Issues, News, and Reviews",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6505,EVAN,1060-1538,1520-6505,106,27,79,8,10,9,31,33,4,11
Evolutionary Applications,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-4571,EVA,1752-4571,1752-4571,284,168,116,53,43,35,57,34,30,32
Experimental Dermatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0625,EXD,0906-6705,1600-0625,208,96,112,16,37,30,21,24,53,27
Experimental Physiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-445X,EPH,0958-0670,1469-445X,164,69,95,29,19,24,15,46,9,22
Experimental Techniques,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-1567,EXT,0732-8818,1747-1567,22,9,13,10,2,2,1,1,0,6
Expert Systems,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0394,EXSY,0266-4720,1468-0394,4,1,3,0,0,0,0,2,2,0
Family and Consumer Sciences Research Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-3934,FCSR,1077-727X,1552-3934,34,11,23,3,6,11,7,5,1,1
Family Business Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-6248,FABR,0894-4865,1741-6248,8,4,4,0,1,3,2,0,1,1
Family Court Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-1617,FCRE,1531-2445,1744-1617,146,95,51,4,15,89,20,10,6,2
Family Process,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1545-5300,FAMP,0014-7370,1545-5300,116,66,50,8,26,30,24,13,11,4
Family Relations,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-3729,FARE,0197-6664,1741-3729,117,58,59,12,12,29,22,30,10,2
FASEB BioAdvances,John Wiley and Sons,Wiley Online Library,10.1096/(ISSN)2573-9832,FBA2,2573-9832,2573-9832,0,0,0,0,0,0,0,0,0,0
Fatigue & Fracture of Engineering Materials & Structures,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1460-2695,FFE,8756-758X,1460-2695,62,27,35,5,10,2,10,10,21,4
FEBS Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1873-3468,2-Feb,0014-5793,1873-3468,1662,647,1015,250,250,293,210,254,224,181
FEBS Open Bio,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2211-5463,4-Feb,2211-5463,2211-5463,81,47,34,6,15,15,8,12,7,18
Feddes Repertorium,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-239Xb,2243,0014-8962,1522-239X,4,0,4,0,1,0,1,0,2,0
Federal Facilities Environmental Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6513,FFEJ,1048-4078,1520-6513,4,0,4,0,0,0,0,3,0,1
Federal Grants & Contracts,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1949-3185,FGC,1949-3177,1949-3185,1,1,0,1,0,0,0,0,0,0
FEMS Immunology & Medical Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1574-695X,FIM,0928-8244,1574-695X,138,90,48,21,42,29,12,25,7,2
FEMS Microbiology Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1574-6941,FEM,0168-6496,1574-6941,159,78,81,36,25,30,25,16,17,10
FEMS Microbiology Letters,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1574-6968,FML,0378-1097,1574-6968,471,228,243,103,71,74,63,68,41,51
FEMS Microbiology Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1574-6976,FMR,0168-6445,1574-6976,240,132,108,31,34,54,40,35,22,24
FEMS Yeast Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1567-1364,FYR,1567-1356,1567-1364,154,78,76,18,51,47,7,13,12,6
Fettchemische Umschau,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4133d,2114,0367-2107,1521-4133,0,0,0,0,0,0,0,0,0,0
Fette und Seifen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4133c,2114,0367-3278,1521-4133,0,0,0,0,0,0,0,0,0,0
"Fette, Seifen, Anstrichmittel",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4133b,2114,0015-038X,1521-4133,2,0,2,0,0,1,0,0,1,0
Field Analytical Chemistry & Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6521,FACT,1086-900X,1520-6521,0,0,0,0,0,0,0,0,0,0
Financial Accountability & Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0408,FAAM,0267-4424,1468-0408,3,0,3,0,1,0,2,0,0,0
Financial Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-053X,FIMA,0046-3892,1755-053X,48,16,32,2,2,8,5,6,4,21
"Financial Markets, Institutions & Instruments",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0416,FMII,0963-8008,1468-0416,9,4,5,0,2,1,0,5,0,1
FINANCIAL PLANNING REVIEW,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2573-8615,CFP2,2573-8615,2573-8615,0,0,0,0,0,0,0,0,0,0
Financial Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6288,FIRE,0732-8516,1540-6288,35,16,19,1,13,4,2,7,3,5
Fire and Materials,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-1018,FAM,0308-0501,1099-1018,15,3,12,4,3,3,2,3,0,0
First Break,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2397,FBK,0263-5046,1365-2397,0,0,0,0,0,0,0,0,0,0
Fiscal Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-5890,FISC,0143-5671,1475-5890,30,18,12,0,3,7,11,8,0,1
Fish and Fisheries,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-2979,FAF,1467-2960,1467-2979,158,87,71,13,23,27,35,28,23,9
Fisheries,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1548-8446,FSH,0363-2415,1548-8446,72,36,36,4,12,10,23,4,12,7
Fisheries Management and Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2400,FME,0969-997X,1365-2400,40,14,26,7,7,4,4,3,8,7
