Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2018            ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
Current Protocols in Stem Cell Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-8969,CPSC                ,1941-7322    ,1938-8969    ,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Toxicology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-9262,CPTX                ,1934-9254    ,1934-9262    ,26,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Curriculum Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-873X,CURI                ,0362-6784    ,1467-873X    ,0,0,0,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis's Botanical Magazine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8748,CURT                ,1355-4905    ,1467-8748    ,0,0,6,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0320,CYTO                ,0196-4763    ,1097-0320    ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,30,11,6,18,6,11,21,14,21,5,12,47
Cytometry Part A,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4930,CYTO                ,1552-4922    ,1552-4930    ,48,40,27,50,25,53,48,42,44,43,21,39,35,28,39,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytometry Part B: Clinical Cytometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4957,CYTO                ,1552-4949    ,1552-4957    ,11,5,9,12,9,9,17,4,6,9,9,4,6,15,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytopathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2303,CYT                 ,0956-5507    ,1365-2303    ,20,78,33,18,2,9,6,0,2,3,2,0,4,2,1,3,5,1,1,0,0,0,0,0,0,1,2,0,0,0,0
Cytoskeleton,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1949-3592,CM                  ,1949-3584    ,1949-3592    ,4,4,1,6,5,3,4,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean and Provost,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-7587,DAP                 ,1527-6562    ,1943-7587    ,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decision Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5915,DECI                ,0011-7315    ,1540-5915    ,0,3,5,2,1,2,2,3,1,3,0,0,1,3,0,0,0,2,4,0,0,4,2,1,0,0,0,0,1,0,7
Decision Sciences Journal of Innovative Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-4609,DSJI                ,1540-4595    ,1540-4609    ,0,0,3,1,0,2,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dental Traumatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-9657,EDT                 ,1600-4469    ,1600-9657    ,0,0,3,0,0,0,0,3,0,2,0,2,2,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Depression,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7162,DEPR                ,1062-6417    ,1522-7162    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Depression and Anxiety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6394,DA                  ,1091-4269    ,1520-6394    ,23,8,56,33,10,2,17,12,24,11,12,4,1,0,0,2,3,3,4,2,5,1,1,2,0,0,0,0,0,0,0
Dermatologic Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1524-4725,DSU                 ,1076-0512    ,1524-4725    ,5,0,0,0,0,2,7,11,4,2,6,2,5,4,6,3,4,4,2,13,2,2,3,0,0,0,0,0,0,0,0
Dermatologic Therapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1529-8019,DTH                 ,1396-0296    ,1529-8019    ,10,5,20,16,3,2,9,7,17,8,1,2,5,0,0,5,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Design Management Journal (Former Series),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1948-7169a,DREV                ,1045-7194    ,1948-7169    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Design Management Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1948-7169,DREV                ,1557-0614    ,1948-7169    ,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deutsche Entomologische Zeitschrift,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1860-1324,MMND                ,1435-1951    ,1860-1324    ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Developing World Bioethics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-8847,DEWB                ,1471-8731    ,1471-8847    ,1,2,7,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7679,DPR                 ,0950-6764    ,1467-7679    ,4,17,13,30,5,3,16,6,4,2,1,1,1,1,1,0,2,4,3,0,2,0,1,0,0,0,0,0,0,0,0
Development and Change,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7660,DECH                ,0012-155X    ,1467-7660    ,41,14,35,14,15,10,18,33,19,4,11,14,26,13,2,7,7,5,5,3,9,1,2,0,0,0,0,0,0,0,2
"Development, Growth & Differentiation",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-169X,DGD                 ,0012-1592    ,1440-169X    ,0,8,5,10,15,3,29,16,10,6,2,16,4,7,6,3,1,1,0,8,2,0,0,2,3,0,0,1,0,0,2
Developmental Disabilities Research Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1940-5529,DDRR                ,1940-5510    ,1940-5529    ,0,0,0,0,0,0,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental Dynamics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0177,DVDY                ,1058-8388    ,1097-0177    ,46,40,24,29,43,10,35,16,25,29,60,31,55,71,28,36,29,8,13,15,4,2,12,3,29,12,1,4,0,0,0
Developmental Genetics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6408,DVG                 ,0192-253X    ,1520-6408    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,3,0,4,0,0,5
Developmental Medicine & Child Neurology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8749,DMCN                ,0012-1622    ,1469-8749    ,19,38,49,25,15,54,13,76,7,14,10,10,14,2,3,3,3,10,2,3,1,1,0,2,0,0,0,0,2,0,23
Developmental Neurobiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-846X,DNEU                ,1932-8451    ,1932-846X    ,62,49,55,12,13,9,8,15,7,6,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Developmental Psychobiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2302,DEV                 ,0012-1630    ,1098-2302    ,21,36,10,8,3,15,8,8,6,8,7,4,19,3,11,15,14,1,1,5,0,0,1,2,0,0,1,1,1,1,26
Developmental Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7687,DESC                ,1363-755X    ,1467-7687    ,97,20,30,17,15,6,20,23,28,10,19,13,22,7,2,3,12,4,1,3,0,1,0,0,0,0,0,0,0,0,0
Developments in Chemical Engineering and Mineral Processing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-2143a,APJ                 ,0969-1855    ,1932-2143    ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0
"Diabetes, Obesity and Metabolism",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1463-1326,DOM                 ,1462-8902    ,1463-1326    ,40,22,66,51,12,9,7,0,17,14,9,4,4,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Diabetes/Metabolism Research and Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-7560,DMRR                ,1520-7552    ,1520-7560    ,11,9,11,11,4,9,5,8,0,5,0,10,14,3,10,2,0,5,2,2,7,0,0,0,0,0,0,0,0,0,0
Diabetes/Metabolism Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0895,DMR                 ,0742-4221    ,1099-0895    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6
Diabetic Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9136,DME                 ,0742-3071    ,1096-9136    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Diabetic Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-5491,DME                 ,0742-3071    ,1464-5491    ,19,36,16,22,25,21,15,35,12,22,8,13,9,10,3,5,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0
Diagnostic Cytopathology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0339,DC                  ,8755-1039    ,1097-0339    ,106,112,67,31,20,52,19,25,18,7,5,5,10,9,11,7,9,9,4,3,0,0,2,0,2,2,1,0,0,0,1
Dialectica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1746-8361,DLTC                ,0012-2017    ,1746-8361    ,0,0,6,2,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Dialog,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6385,DIAL                ,0012-2033    ,1540-6385    ,0,0,0,2,4,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialysis & Transplantation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-6920,DAT                 ,0090-2934    ,1932-6920    ,1,0,0,0,0,0,0,0,6,7,17,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Angewandte Makromolekulare Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-9505,APMC                ,0003-3146    ,1522-9505    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,1,1,0,4,8
Die Makromolekulare Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0025-116X,MACP                ,0025-116X    ,0025-116X    ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,13,140
"Die Makromolekulare Chemie, Rapid Communications",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0173-2803,MARC                ,0173-2803    ,0173-2803    ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,1,15
Die Unterrichtspraxis/Teaching German,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1756-1221,TGER                ,0042-062X    ,1756-1221    ,0,0,0,2,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differentiation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1432-0436,DIF                 ,0301-4681    ,1432-0436    ,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Digest of Middle East Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1949-3606,DOME                ,1060-4367    ,1949-3606    ,3,1,0,15,1,2,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Digestive Endoscopy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1443-1661,DEN                 ,0915-5635    ,1443-1661    ,3,5,9,7,11,14,5,6,5,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diplomatic History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7709,DIPH                ,0145-2096    ,1467-7709    ,0,0,0,0,0,0,0,16,1,1,0,0,0,9,1,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0
Disability Compliance for Higher Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-8001,DHE                 ,1086-1335    ,1943-8001    ,0,28,22,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disasters,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7717,DISA                ,0361-3666    ,1467-7717    ,3,4,3,1,4,9,3,1,1,6,0,1,0,14,2,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Diseases of the Esophagus,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2050,DOTE                ,1120-8694    ,1442-2050    ,0,0,0,5,0,1,0,0,0,3,0,0,1,0,0,0,16,8,2,1,6,0,0,0,0,0,0,0,0,0,0
Diversity and Distributions,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1472-4642,DDI                 ,1366-9516    ,1472-4642    ,59,51,33,19,19,26,22,9,18,45,5,10,5,31,2,7,8,6,5,0,6,0,0,0,0,0,0,0,0,0,0
Drug Development Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2299,DDR                 ,0272-4391    ,1098-2299    ,5,0,2,3,1,2,0,5,3,0,0,5,0,3,0,0,1,9,2,0,0,0,0,0,0,1,3,1,0,1,2
Drug Testing and Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1942-7611,DTA                 ,1942-7603    ,1942-7611    ,17,5,16,26,2,16,1,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug and Alcohol Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-3362,DAR                 ,0959-5236    ,1465-3362    ,9,3,4,4,1,1,4,2,6,3,1,0,0,2,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,2,0
Dyslexia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0909,DYS                 ,1076-9242    ,1099-0909    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0
Early Development and Parenting,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0917,EDP                 ,1057-3593    ,1099-0917    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Early Intervention in Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7893,EIP                 ,1751-7885    ,1751-7893    ,21,1,7,2,0,2,2,6,0,3,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDTNA-ERCA Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-6686a,JORC                ,1019-083X    ,1755-6686    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Early Medieval Europe,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0254,EMED                ,0963-9462    ,1468-0254    ,4,21,7,12,5,2,1,42,3,1,1,1,3,0,0,0,3,2,1,4,3,3,1,0,0,0,0,0,0,0,0
Earth Surface Processes,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1931-8065,ESP                 ,0360-1269    ,1931-8065    ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Earth Surface Processes and Landforms,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9837,ESP                 ,0197-9337    ,1096-9837    ,26,2,5,4,4,3,17,1,2,8,1,3,1,2,0,1,1,5,1,0,2,0,0,1,0,0,2,0,1,3,1
Earth and Space Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2333-5084,ESS2                ,2333-5084    ,2333-5084    ,3,2,35,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth's Future,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2328-4277,EFT2                ,2328-4277    ,2328-4277    ,61,55,34,16,4,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earthquake Engineering & Structural Dynamics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9845,EQE                 ,0098-8847    ,1096-9845    ,8,61,1,1,8,1,0,2,0,0,2,2,1,1,1,0,0,2,1,0,0,1,0,0,3,0,1,0,0,1,7
Echocardiography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-8175,ECHO                ,0742-2822    ,1540-8175    ,25,4,44,17,16,15,11,3,3,2,6,6,6,1,3,2,0,2,0,1,0,2,0,0,1,1,2,2,0,0,1
Eco-Management and Auditing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0925,EMA                 ,0968-9427    ,1099-0925    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ecography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0587,ECOG                ,0906-7590    ,1600-0587    ,119,55,50,43,15,36,25,4,17,32,3,18,7,7,6,4,4,2,5,2,2,1,2,0,1,0,0,0,0,0,0
Ecohydrology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-0592,ECO                 ,1936-0584    ,1936-0592    ,7,9,23,12,11,13,0,16,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecological Applications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-5582,EAP                 ,1051-0761    ,1939-5582    ,86,257,103,80,59,15,32,16,54,58,37,17,33,25,29,18,35,23,27,28,14,38,27,1,0,0,2,0,0,0,0
Ecological Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2311,EEN                 ,0307-6946    ,1365-2311    ,26,12,28,25,13,18,5,12,11,6,14,8,5,13,9,13,3,9,14,6,4,2,7,3,2,3,2,2,1,2,18
Ecological Management & Restoration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-8903,EMR                 ,1442-7001    ,1442-8903    ,0,0,3,2,4,12,0,2,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ecological Monographs,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-7015,ECM                 ,0012-9615    ,1557-7015    ,50,23,25,28,41,7,13,6,10,14,11,1,9,7,27,7,7,4,3,17,2,4,2,0,0,0,0,4,0,0,8
Ecological Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1703,ERE                 ,0912-3814    ,1440-1703    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Ecology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1939-9170,ECY                 ,0012-9658    ,1939-9170    ,186,438,184,121,108,96,65,74,78,64,52,95,103,62,91,84,107,146,55,63,42,32,39,7,2,9,2,12,0,2,41
Ecology Letters,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1461-0248,ELE                 ,1461-023X    ,1461-0248    ,241,256,147,70,104,68,125,72,81,92,62,67,57,66,70,40,38,32,24,6,9,1,0,0,0,0,0,0,0,0,0
Ecology and Evolution,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2045-7758,ECE3                ,2045-7758    ,2045-7758    ,118,205,210,128,29,59,43,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecology of Freshwater Fish,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0633,EFF                 ,0906-6691    ,1600-0633    ,7,5,8,2,3,2,0,1,5,1,0,2,0,1,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Econometrica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0262,ECTA                ,0012-9682    ,1468-0262    ,0,44,45,42,39,43,55,33,41,29,34,19,15,23,26,25,32,30,17,5,5,0,0,0,0,0,0,0,0,0,0
Economic Affairs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0270,ECAF                ,0265-0665    ,1468-0270    ,0,2,3,0,8,1,1,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Anthropology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2330-4847,SEA2                ,2330-4847    ,2330-4847    ,0,11,12,15,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Geography,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1944-8287,ECGE                ,0013-0095    ,1944-8287    ,0,0,0,0,4,1,6,4,0,1,0,1,0,1,1,0,3,7,0,4,0,1,0,0,0,0,0,0,0,0,0
Economic Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-7295,ECIN                ,0095-2583    ,1465-7295    ,5,26,19,37,12,14,15,0,7,13,3,0,4,17,5,6,4,5,1,7,2,0,4,0,1,0,0,1,1,2,38
Economic Notes,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0300,ECNO                ,0391-5026    ,1468-0300    ,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Economic Papers: A journal of applied economics and policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1759-3441,ECPA                ,0812-0439    ,1759-3441    ,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic Record,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4932,ECOR                ,0013-0249    ,1475-4932    ,0,4,9,1,7,8,1,5,0,0,0,0,6,2,0,0,1,4,1,1,0,0,0,1,0,0,0,0,0,3,6
Economica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0335,ECCA                ,0013-0427    ,1468-0335    ,1,5,9,10,9,4,3,1,3,5,5,1,0,3,0,0,2,1,0,1,0,3,1,0,0,0,0,0,0,0,3
Economics & Politics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0343,ECPO                ,0954-1985    ,1468-0343    ,4,10,5,0,1,0,3,1,0,2,1,3,0,1,1,1,0,0,2,0,1,0,0,2,2,0,0,0,1,2,1
Economics of Transition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0351,ECOT                ,0967-0750    ,1468-0351    ,3,1,4,1,3,0,2,0,0,0,0,5,0,0,2,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0
Ecosphere,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2150-8925,ECS2                ,2150-8925    ,2150-8925    ,23,125,172,109,58,32,19,42,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecosystem Health and Sustainability,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2332-8878,EHS2                ,2332-8878    ,2332-8878    ,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Educational Measurement: Issues and Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-3992,EMIP                ,0731-1745    ,1745-3992    ,0,0,2,0,1,0,0,0,2,6,0,1,1,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1
Educational Philosophy and Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-5812,EPAT                ,0013-1857    ,1469-5812    ,0,0,0,0,0,0,0,3,1,1,0,0,0,2,3,3,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
EFSA Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1831-4732,EFS2                ,1831-4732    ,1831-4732    ,17,17,38,11,9,7,3,3,5,11,12,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFSA Supporting Publications,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2397-8325,EFS3                ,2397-8325    ,2397-8325    ,7,4,7,3,3,10,0,12,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELECTROPHORESIS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2683,ELPS                ,0173-0835    ,1522-2683    ,49,27,24,25,29,11,8,20,8,35,32,17,6,17,16,6,31,9,6,4,6,10,12,0,0,0,0,0,0,0,0
EMBO Molecular Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1757-4684,EMMM                ,1757-4676    ,1757-4684    ,3,18,20,9,7,4,2,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBO reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1469-3178,EMBR                ,1469-221X    ,1469-3178    ,4,12,60,57,26,18,4,1,10,2,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENERGY & ENVIRONMENTAL MATERIALS,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2575-0356,EEM2                ,2575-0356    ,2575-0356    ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Educational Theory,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-5446,EDTH                ,0013-2004    ,1741-5446    ,0,0,1,0,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,1,0,0,0,3,1,0,0,0,14
