Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 to 2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
British Journal of Learning Disabilities,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-3156,BLD                 ,1354-4187    ,1468-3156    ,0,3,1,0,3,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
British Journal of Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8551,BJOM                ,1045-3172    ,1467-8551    ,1,17,5,9,7,9,1,6,2,11,4,9,5,7,2,0,2,1,3,2,0,0,1,0,2,1,0,0,0,0
British Journal of Mathematical and Statistical Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8317,BMSP                ,0007-1102    ,2044-8317    ,3,0,2,3,11,1,0,1,10,2,1,0,1,0,1,2,6,3,2,0,0,1,1,0,0,0,0,0,0,0
British Journal of Medical Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8341a,PAPT                ,0007-1129    ,2044-8341    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,10
British Journal of Pharmacology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1476-5381,BPH                 ,0007-1188    ,1476-5381    ,179,98,71,82,128,41,57,71,68,26,50,26,93,27,18,23,16,13,21,8,24,7,8,9,3,3,2,3,6,29
British Journal of Pharmacology and Chemotherapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1476-5381a,BPH                 ,0366-0826    ,1476-5381    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
British Journal of Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8295,BJOP                ,0007-1269    ,2044-8295    ,9,13,13,3,6,4,1,6,1,1,9,7,0,0,1,1,0,1,5,1,1,2,0,0,0,0,0,0,0,0
British Journal of Psychotherapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-0118,BJP                 ,0265-9883    ,1752-0118    ,0,3,7,1,0,3,2,4,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
British Journal of Social Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8309,BJSO                ,0144-6665    ,2044-8309    ,9,17,26,12,6,5,5,3,5,8,14,1,5,9,1,3,2,10,4,0,2,0,1,0,0,0,0,0,1,2
British Journal of Special Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8578,BJSP                ,0952-3383    ,1467-8578    ,0,1,1,0,0,0,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
British Journal of Urology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-410Xa,BJU                 ,0007-1331    ,1464-410X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,8,4,0,5,2,2,1,25
British Polymer Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-256X,PI                  ,0007-1641    ,1934-256X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
Bruce R. Hopkins' Nonprofit Counsel,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1542-8427,NPC                 ,1542-8419    ,1542-8427    ,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of Economic Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8586,BOER                ,0307-3378    ,1467-8586    ,3,3,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2
Bulletin of Latin American Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1470-9856,BLAR                ,0261-3050    ,1470-9856    ,12,36,25,18,26,4,12,11,8,1,4,4,11,3,1,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0
Bulletin of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8366,BULT                ,0095-4403    ,1550-8366    ,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the American Society of Veterinary Clinical Pathologists,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1939-165Xa,VCP                 ,0147-0701    ,1939-165X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bulletin of the Association for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2373-9223,BUL2                ,2373-9223    ,2373-9223    ,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the Institute of Classical Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-5370,BICS                ,0076-0730    ,2041-5370    ,0,0,27,6,0,6,6,2,9,1,3,1,1,6,0,5,1,0,0,1,1,0,0,0,2,2,0,0,0,23
Bulletin of the Korean Chemical Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1229-5949,BKCS                ,1229-5949    ,1229-5949    ,12,38,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the London Mathematical Society,John Wiley and Sons,Wiley Online Library,10.1112/(ISSN)1469-2120,BLMS                ,0024-6093    ,1469-2120    ,1,7,12,6,5,0,1,1,0,0,0,0,0,5,1,0,3,1,1,0,3,3,3,1,1,3,2,1,1,11
Business Ethics: A European Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8608,BEER                ,0962-8770    ,1467-8608    ,2,20,8,19,1,0,0,3,0,3,3,2,4,6,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
Business Strategy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8616,BUSR                ,0955-6419    ,1467-8616    ,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Business Strategy and the Environment,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0836,BSE                 ,0964-4733    ,1099-0836    ,14,20,14,16,4,8,1,2,6,1,2,3,0,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0
Business and Society Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8594,BASR                ,0045-3609    ,1467-8594    ,0,3,4,9,0,0,3,1,1,0,1,15,7,6,0,6,0,2,2,14,1,0,0,0,0,0,0,0,0,0
CA: A Cancer Journal for Clinicians,John Wiley and Sons,Wiley Online Library,10.3322/(ISSN)1542-4863,CAAC                ,0007-9235    ,1542-4863    ,47,349,244,111,67,48,30,49,23,18,27,18,9,33,29,2,5,15,4,5,4,5,15,0,2,2,0,5,3,35
Campus Legal Advisor,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1945-6239,CALA                ,1531-3999    ,1945-6239    ,0,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campus Security Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1945-6247,CASR                ,1551-2800    ,1945-6247    ,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Accounting Perspectives,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1911-3838a,APR                 ,1499-8653    ,1911-3838    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l'Administration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-4490,CJAS                ,0825-0383    ,1936-4490    ,2,5,5,1,0,0,0,3,4,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0
Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7976,CJAG                ,0008-3976    ,1744-7976    ,6,7,9,27,3,13,3,0,3,7,1,2,16,11,0,3,0,0,2,2,2,2,1,0,0,0,1,0,0,0
Canadian Journal of Economics/Revue canadienne d'̩conomique,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5982,CAJE                ,0008-4085    ,1540-5982    ,1,14,10,11,8,8,3,3,1,0,5,6,5,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Statistics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1708-945X,CJS                 ,0319-5724    ,1708-945X    ,2,2,1,2,8,0,5,1,3,3,0,1,3,0,0,1,3,2,0,3,0,2,0,0,0,0,0,0,0,0
Canadian Public Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-7121,CAPA                ,0008-4840    ,1754-7121    ,0,2,3,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Canadian Review of Sociology/Revue canadienne de sociologie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-618X,CARS                ,1755-6171    ,1755-618X    ,0,16,4,0,0,2,0,0,0,1,0,0,0,0,2,1,0,7,0,2,1,1,0,0,0,0,0,0,0,0
Cancer,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0142,CNCR                ,0008-543X    ,1097-0142    ,395,468,345,256,170,191,148,121,167,133,177,109,112,83,95,129,114,58,57,56,55,38,22,29,19,26,23,16,10,252
Cancer Cytopathology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6638,CNCY                ,1934-662X    ,1934-6638    ,113,166,182,42,52,40,13,11,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer Cytopathology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0142a,CNCR                ,0008-543X    ,1097-0142    ,0,0,0,0,0,0,0,0,0,0,4,11,7,9,3,10,2,8,8,4,3,0,0,0,0,0,0,0,0,0
Cancer Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2045-7634,CAM4                ,2045-7634    ,2045-7634    ,32,24,104,26,11,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1523-5394,CPRA                ,1065-4704    ,1523-5394    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,0,0,0,0,0,0,0,0,0
Cancer Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1349-7006,CAS                 ,1347-9032    ,1349-7006    ,26,67,53,33,45,64,53,42,61,48,35,53,35,14,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiovascular Drug Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1527-3466,CDR                 ,0897-5957    ,1527-3466    ,0,0,0,0,0,0,0,0,0,0,5,8,2,0,2,1,3,3,5,1,2,0,0,0,0,0,1,0,1,2
Cardiovascular Therapeutics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-5922,CDR                 ,1755-5914    ,1755-5922    ,5,7,4,5,7,7,18,13,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catheterization and Cardiovascular Diagnosis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0304,CCD                 ,0098-6569    ,1097-0304    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,4,2,2,3,4,16
Catheterization and Cardiovascular Interventions,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-726X,CCD                 ,1522-1946    ,1522-726X    ,135,130,67,100,51,51,32,32,7,15,22,13,7,9,8,6,19,2,3,9,0,0,0,0,0,0,0,0,0,0
Cell Biochemistry and Function,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0844,CBF                 ,0263-6484    ,1099-0844    ,2,8,11,17,5,2,10,5,3,1,2,0,4,0,0,1,2,0,0,2,1,0,1,0,5,1,1,0,0,8
Cell Biology International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1095-8355,CBIN                ,1065-6995    ,1095-8355    ,50,35,39,46,20,34,24,25,28,5,19,6,5,3,4,2,0,0,5,2,2,5,0,0,0,0,0,0,0,0
Cell Biology International Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2041-5346,CBI3                ,2041-5346    ,2041-5346    ,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Motility,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0169a,CM                  ,0271-6585    ,1097-0169    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cell Motility,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0169,CM                  ,0886-1544    ,1097-0169    ,0,0,0,0,0,0,0,0,0,8,6,6,4,17,3,1,2,1,3,1,1,1,1,2,1,0,0,3,0,7
Cell Proliferation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2184,CPR                 ,0960-7722    ,1365-2184    ,9,16,20,2,5,6,2,5,1,7,7,9,1,0,11,2,1,0,0,0,0,14,0,2,1,0,4,1,0,22
Cellular Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1462-5822,CMI                 ,1462-5814    ,1462-5822    ,44,70,137,56,41,144,60,79,53,52,49,141,93,38,58,15,12,17,4,2,0,0,0,0,0,0,0,0,0,0
Centaurus,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0498,CNT                 ,0008-8994    ,1600-0498    ,0,0,1,3,1,5,7,3,0,4,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,15
Center for Migration Studies special issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-411X,CMS3                ,2050-411X    ,2050-411X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Central Issues in Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-6227,CIAN                ,0739-7917    ,1937-6227    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Cephalalgia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2982,CEPH                ,0333-1024    ,1468-2982    ,0,0,0,0,0,0,0,0,0,0,0,2,6,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ChemBioChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1439-7633,CBIC                ,1439-4227    ,1439-7633    ,118,172,153,115,86,58,75,57,43,48,50,34,31,43,50,29,13,10,1,0,0,0,0,0,0,0,0,0,0,0
ChemBioEng Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2196-9744,CBEN                ,2196-9744    ,2196-9744    ,5,20,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemCatChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1867-3899,CCTC                ,1867-3880    ,1867-3899    ,64,49,84,67,49,40,24,94,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemElectroChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2196-0216,CELC                ,2196-0216    ,2196-0216    ,87,76,55,46,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce/papers,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2509-7075,CEPA                ,2509-7075    ,2509-7075    ,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEMKON,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3730,CKON                ,0944-5846    ,1521-3730    ,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ChemInform,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2667,CHIN                ,0931-7597    ,1522-2667    ,0,0,110,15,3,8,4,8,7,1,4,19,12,9,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemMedChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1860-7187,CMDC                ,1860-7179    ,1860-7187    ,55,78,153,54,121,39,30,23,27,3,21,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemNanoMat,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2199-692X,CNMA                ,2199-692X    ,2199-692X    ,19,22,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemPhotoChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2367-0932,CPTC                ,2367-0932    ,2367-0932    ,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemPhysChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1439-7641,CPHC                ,1439-4235    ,1439-7641    ,86,81,103,85,90,51,77,44,58,40,39,31,26,32,20,13,29,19,4,0,0,0,0,0,0,0,0,0,0,0
ChemPlusChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2192-6506,CPLU                ,2192-6506    ,2192-6506    ,7,15,22,29,7,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemSusChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1864-564X,CSSC                ,1864-5631    ,1864-564X    ,115,148,100,94,123,76,41,14,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical Biology & Drug Design,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-0285,CBDD                ,1747-0277    ,1747-0285    ,61,24,23,27,22,28,12,8,4,7,3,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical Engineering & Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4125,CEAT                ,0930-7516    ,1521-4125    ,16,18,22,13,6,8,7,9,5,4,8,10,6,3,6,11,5,1,0,0,1,3,5,0,3,3,4,5,3,0
Chemical Vapor Deposition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3862,CVDE                ,0948-1907    ,1521-3862    ,0,0,0,4,1,6,2,5,0,2,4,5,5,4,2,1,1,2,3,0,2,5,0,0,0,0,0,0,0,0
Chemie Ingenieur Technik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2640,CITE                ,0009-286X    ,1522-2640    ,0,6,37,8,9,3,2,1,0,1,0,1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,6
Chemie in unserer Zeit,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3781,CIUZ                ,0009-2851    ,1521-3781    ,0,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3
Chemische Berichte,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0682,CBER                ,0009-2940    ,1099-0682    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,10,10,3,9,2,126
Chemistry & Biodiversity,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-1880,CBDV                ,1612-1872    ,1612-1880    ,21,6,4,3,2,1,5,6,5,7,10,12,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemistry & Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-6329,CIND                ,0009-3068    ,2047-6329    ,0,6,3,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemistry ? A European Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3765,CHEM                ,0947-6539    ,1521-3765    ,523,633,473,347,322,265,181,216,183,207,151,108,122,59,55,54,53,47,24,10,2,7,8,7,0,0,0,0,0,0
Chemistry ? An Asian Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1861-471X,ASIA                ,1861-4728    ,1861-471X    ,55,62,66,24,42,40,21,45,29,20,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemistryOpen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2191-1363,OPEN                ,2191-1363    ,2191-1363    ,22,45,13,10,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemistrySelect,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2365-6549,SLCT                ,2365-6549    ,2365-6549    ,0,227,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child & Family Social Work,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2206,CFS                 ,1356-7500    ,1365-2206    ,17,40,7,1,1,2,1,1,1,9,0,2,2,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Child Abuse Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0852,CAR                 ,0952-9136    ,1099-0852    ,2,2,3,1,0,1,0,2,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Child Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8624,CDEV                ,0009-3920    ,1467-8624    ,407,233,148,40,94,112,46,56,81,41,23,44,22,23,51,18,26,35,25,6,14,15,12,0,0,0,0,0,0,0
Child Development Perspectives,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1750-8606,CDEP                ,1750-8592    ,1750-8606    ,16,81,27,22,24,42,22,14,9,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child Psychology and Psychiatry Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-2155,CAMH                ,1360-6417    ,1469-2155    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
Child and Adolescent Mental Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-3588,CAMH                ,1475-357X    ,1475-3588    ,5,2,6,4,2,1,0,10,0,0,2,4,1,11,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Child: Care, Health and Development",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2214,CCH                 ,0305-1862    ,1365-2214    ,16,7,25,12,14,19,8,14,19,8,2,6,2,6,9,4,8,9,0,0,0,0,0,0,1,0,0,0,0,4
Children & Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1099-0860,CHSO                ,0951-0605    ,1099-0860    ,4,5,5,4,4,0,9,4,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
China & World Economy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-124X,CWE                 ,1671-2234    ,1749-124X    ,0,14,13,6,6,0,4,2,0,0,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1614-7065,CJOC                ,1001-604X    ,1614-7065    ,26,17,6,4,2,7,8,8,27,7,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Digestive Diseases,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1443-9573,CDD                 ,1443-9611    ,1443-9573    ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Geophysics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-0440,CJG2                ,0898-9591    ,2326-0440    ,0,5,3,0,3,0,1,2,1,0,1,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Chirality,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-636X,CHIR                ,0899-0042    ,1520-636X    ,5,7,1,19,3,1,1,10,7,1,1,0,1,1,3,0,3,3,2,1,0,1,0,1,2,4,1,0,1,1
City & Community,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6040,CICO                ,1535-6841    ,1540-6040    ,18,37,51,32,19,16,15,20,30,29,5,10,2,2,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
City & Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-744X,CISO                ,0893-0465    ,1548-744X    ,0,11,30,6,26,27,17,14,17,14,2,4,1,1,5,1,0,0,5,0,3,0,0,0,0,0,2,1,0,4
"CLEAN ? Soil, Air, Water",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1863-0669,CLEN                ,1863-0650    ,1863-0669    ,6,19,23,20,9,3,6,10,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNS Drug Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1527-3458,CNS                 ,1080-563X    ,1527-3458    ,0,0,0,0,0,0,0,0,0,0,0,7,4,1,3,4,4,10,1,1,4,2,0,0,0,0,0,0,0,0
Cladistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1096-0031,CLA                 ,0748-3007    ,1096-0031    ,62,31,25,23,33,7,48,9,9,15,23,10,1,10,4,1,3,1,1,3,2,1,2,0,0,0,0,0,0,0
Clinical & Experimental Allergy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2222,CEA                 ,0954-7894    ,1365-2222    ,25,66,42,47,10,7,15,26,9,19,14,18,16,10,16,8,16,8,8,12,3,3,1,2,2,3,4,1,1,8
Clinical & Experimental Allergy Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1472-9733,CER                 ,1472-9725    ,1472-9733    ,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
