Last Updated,02/10/18,.,WILEY CONFIDENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiley Online Library Journals List  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Code used by Wiley ,ISSN,eSSN,Title,Price,2017 Usage,Cost per use,FTE Band (if applicable),Journal DOI,Wiley  Online Library URL,General Subject Category,Primary Subject Area,Media,External notes PRICING,POD availability,Online Open,Included in Database Model,Full Collection,STM Collection,SSH Collection,Medicine & Nursing Collection,Not in any Standard Collections,R4L Collection,INASP Collection,Collection Start year/Start year for Current Sub,Collection Start Volume/Start Vol for current Sub,Current Year Volume,Current Year Issue,Backfile Start Year,Backfile Start Volume,Backfile Start Issue,Backfile End Year,Backfile End Volume,Backfile End Issue,Society Name,2018 Impact Factor,
PAFO,1225-4657,1976-5118,PACIFIC FOCUS,545,48,$11.35,,10.1111/(ISSN)1976-5118,https://onlinelibrary.wiley.com/journal/19765118,Social & Behavioral Sciences,General & Introductory Political Science,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,12,34,3,1986,VOL. 1,1,1996,11,2,Center for International Studies Inha University,0.421,
PAI,0905-6157,1399-3038,PEDIATRIC ALLERGY AND IMMUNOLOGY,1961,208,$9.43,,10.1111/(ISSN)1399-3038,https://onlinelibrary.wiley.com/journal/13993038,Medicine,Allergy & Clinical Immunology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,8,30,8,1990,VOL. 1,1,1996,7,4,European Academy of Allergy and Clinical Immunology,3.775,
PALA,0031-0239,1475-4983,PALAEONTOLOGY,#N/A,155,#N/A,,10.1111/(ISSN)1475-4983,https://onlinelibrary.wiley.com/journal/14754983,"Earth, Space & Environmental Sciences","Paleontology, Paleobiology & Geobiology",Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1999,42,62,6,,,,,,,The Palaeontological Association,3.132,
PALO,0883-8305,2572-4525,PALEOCEANOGRAPHY AND PALEOCLIMATOLOGY,809,74,$10.93,FTE-Small,10.1002/(ISSN)2572-4525,https://agupubs.onlinelibrary.wiley.com/journal/19449186,"Earth, Space & Environmental Sciences",Oceanography & Paleoceanography,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,12,34,12,1986,1,1,1996,11,6,American Geophysical Union,3.254,
PAM,0276-8739,1520-6688,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,1885,576,$3.27,,10.1002/(ISSN)1520-6688,https://onlinelibrary.wiley.com/journal/15206688,Social & Behavioral Sciences,Public Administration,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1996,15,38,4,1981,VOL. 1,1,1995,14,4,Association for Public Policy and Management,3.415,
PAN,1155-5645,1460-9592,PEDIATRIC ANESTHESIA,2737,670,$4.09,,10.1111/(ISSN)1460-9592,https://onlinelibrary.wiley.com/journal/14609592,Medicine,Anesthesia & Pain Management,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,7,29,12,1991,VOL. 1,1,1996,6,6,,2.254,
PAPA,0048-3915,1088-4963,PHILOSOPHY AND PUBLIC AFFAIRS,277,157,$1.76,,10.1111/(ISSN)1088-4963,https://onlinelibrary.wiley.com/journal/10884963,Humanities,Social Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,26,47,4,,,,,,,,2.182,
PAPQ,0279-0750,1468-0114,PACIFIC PHILOSOPHICAL QUARTERLY,611,54,$11.31,,10.1111/(ISSN)1468-0114,https://onlinelibrary.wiley.com/journal/14680114,Humanities,General Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,78,100,4,1920,Vol. 1,,1997,,,University of Southern California,,
PAPR,1530-7085,1533-2500,PAIN PRACTICE,703,188,$3.74,,10.1111/(ISSN)1533-2500,https://onlinelibrary.wiley.com/journal/15332500,Medicine,Pain Medicine,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2001,1,19,8,,,,,,,World Institute of Pain,2.495,
PAPT,1476-0835,2044-8341,"PSYCHOLOGY AND PSYCHOTHERAPY: THEORY, RESEARCH AND PRACTICE",714,14,$51.00,,10.1111/(ISSN)2044-8341,https://onlinelibrary.wiley.com/journal/20448341,Psychology,Psychotherapy & Counseling,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1997,70,92,4,1923,VOL. 1,1,1996,69,4,British Psychological Society (BPS),1.627,
PARH,0264-2824,1750-0206,PARLIAMENTARY HISTORY,642,20,$32.10,,10.1111/(ISSN)1750-0206,https://onlinelibrary.wiley.com/journal/17500206,Humanities,Modern British History,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,16,38,4,1982,VOL. 1,1,1996,15,3,Parlimentary History Yearbook Trust,,
PAT,1042-7147,1099-1581,POLYMERS FOR ADVANCED TECHNOLOGIES,6940,280,$24.79,,10.1002/(ISSN)1099-1581,https://onlinelibrary.wiley.com/journal/10991581,Physical Sciences & Engineering,Polymer processing,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,7,30,12,1990,VOL. 1,1,1995,6,12,,1.823,
PATH,0022-3417,1096-9896,THE JOURNAL OF PATHOLOGY,3213,912,$3.52,,10.1002/(ISSN)1096-9896,https://onlinelibrary.wiley.com/journal/10969896,Medicine,Pathology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,178,247-249,13,1892,VOL. 1,1,1995,177,4,Pathological Society,7.381,
PBAF,0275-1100,1540-5850,PUBLIC BUDGETING AND FINANCE,587,37,$15.86,,10.1111/(ISSN)1540-5850,https://onlinelibrary.wiley.com/journal/15405850,"Business, Economics, Finance & Accounting",General Finance & Investments,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,17,39,4,1981,VOL. 1,1,1996,16,4,"Public Financial Publications, Inc.",,
PBR,0179-9541,1439-0523,PLANT BREEDING,3382,431,$7.85,,10.1111/(ISSN)1439-0523,https://onlinelibrary.wiley.com/journal/14390523,Life Sciences,Plant Development,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,116,138,6,1986,VOL. 97,1,1996,115,6,,1.335,
PC,0272-8397,1548-0569,POLYMER COMPOSITES,2956,295,$10.02,,10.1002/(ISSN)1548-0569,https://onlinelibrary.wiley.com/journal/15480569,Physical Sciences & Engineering,Composites,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,17,40,12,1980,VOL. 1,1,1995,16,6,Society of Plastics Engineers,2.004,
PCA,0958-0344,1099-1565,PHYTOCHEMICAL ANALYSIS,3350,106,$31.60,,10.1002/(ISSN)1099-1565,https://onlinelibrary.wiley.com/journal/10991565,Chemistry,Analytical Chemistry,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,7,30,6,1990,VOL. 2,1,1995,6,6,,2.292,
PCE,0140-7791,1365-3040,PLANT CELL & ENVIRONMENT,8393,1970,$4.26,,10.1111/(ISSN)1365-3040,https://onlinelibrary.wiley.com/journal/13653040,Life Sciences,Plant Science,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,20,42,12,1978,VOL. 1,1,1996,19,12,,6.173,
PCHJ,2046-0252,2046-0260,PSYCH JOURNAL,859,13,$66.08,FTE-Small,10.1002/(ISSN)2046-0260,https://onlinelibrary.wiley.com/journal/20460260,Psychology,General Psychology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2012,1,8,4,,,,,,,"Institute of Psychology,Chinese Academy of Sciences",,
PCMR,1755-1471,1755-148X,PIGMENT CELL & MELANOMA RESEARCH,1357,67,$20.25,,10.1111/(ISSN)1755-148X,https://onlinelibrary.wiley.com/journal/1755148X,Life Sciences,Cell Biology,Online,E-only title,yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,10,32,6,1987,VOL. 1,1,1996,9,6,International Federation of Pigment Cell Societies,5.170,
PCN,1323-1316,1440-1819,PSYCHIATRY AND CLINICAL NEUROSCIENCES,2361,266,$8.88,,10.1111/(ISSN)1440-1819,https://onlinelibrary.wiley.com/journal/14401819,Medicine,Psychiatry,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,51,73,12,1933,VOL. 1,1,1996,50,6,Japanese Society of Psychiatry & Neurology,2.025,
PCR2,,2573-7619,POLYMER CRYSTALLIZATION,#N/A,0,#N/A,,10.1002/(ISSN)2573-7619,https://onlinelibrary.wiley.com/journal/25737619,Physical Sciences & Engineering,Polymer Physics,Online,E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,2018,1,2,6,,,,,,,,,
PD,0197-3851,1097-0223,PRENATAL DIAGNOSIS,5084,354,$14.36,,10.1002/(ISSN)1097-0223,https://obgyn.onlinelibrary.wiley.com/journal/10970223,Medicine,Obstetrics & Gynecology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,16,39,13,1981,VOL. 1,1,1995,15,13,International Society for Prenatal Diagnosis,2.523,
PDE,0736-8046,1525-1470,PEDIATRIC DERMATOLOGY,1677,517,$3.24,,10.1111/(ISSN)1525-1470,https://onlinelibrary.wiley.com/journal/15251470,Medicine,Dermatology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,14,36,6,1983,VOL. 1,1,1996,13,6,,0.990,
PDI,2047-2897,2047-2900,PRACTICAL DIABETES,348,30,$11.60,,10.1002/(ISSN)2047-2900,https://onlinelibrary.wiley.com/journal/1528252X,Medicine,Diabetes,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2000,17,36,6,1984,VOL. 1,1,1999,16,8,,,
PDS,1053-8569,1099-1557,PHARMACOEPIDEMIOLOGY & DRUG SAFETY,2948,289,$10.20,,10.1002/(ISSN)1099-1557,https://onlinelibrary.wiley.com/journal/10991557,Medicine,Pharmacology & Pharmaceutical Medicine,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,5,28,12,1992,VOL. 1,1,1995,4,6,,2.552,
PECH,0149-0508,1468-0130,PEACE & CHANGE,601,23,$26.13,,10.1111/(ISSN)1468-0130,https://onlinelibrary.wiley.com/journal/14680130,Social & Behavioral Sciences,War & Peace Studies,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,22,44,4,1972,VOL. 1,1,1996,21,4,Peace History Society,,
PED,1328-8067,1442-200X,PEDIATRICS INTERNATIONAL,1337,285,$4.69,,10.1111/(ISSN)1442-200X,https://onlinelibrary.wiley.com/journal/1442200X,Medicine,Pediatrics,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,39,61,12,1958,VOL. 1,1,1996,34,6,Japan Pediatric Society,0.822,
PEDI,1399-543X,1399-5448,PEDIATRIC DIABETES,1270,122,$10.41,,10.1111/(ISSN)1399-5448,https://onlinelibrary.wiley.com/journal/13995448,Medicine,Diabetes,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2000,1,20,8,,,,,,,International Society for Pediatric and Adolescent Diabetes,4.267,
PEN,0032-3888,1548-2634,POLYMER ENGINEERING & SCIENCE,2513,425,$5.91,,10.1002/(ISSN)1548-2634,https://onlinelibrary.wiley.com/journal/15482634,Physical Sciences & Engineering,Polymer Science & Technology General,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,36,59,12,1961,VOL. 1,1,1995,35,24,Society of Plastics Engineers,1.719,
PENG,0091-9578,1941-9635,PLASTICS ENGINEERING,#N/A,0,#N/A,,10.1002/peng.20001,https://onlinelibrary.wiley.com/journal/19419635.,Physical Sciences & Engineering,Polymer Science & Technology General,Print & Online,Now available online,,No,Yes,,,,,Not in any Standard Collection,,,2010,64,75,10,,,,,,,Society of Plastics Engineers,,
PEP2,,2475-8817,PEPTIDE SCIENCE,#N/A,0,#N/A,,10.1002/(ISSN)2475-8817,https://onlinelibrary.wiley.com/journal/24758817,Life Sciences,Biochemistry,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1995,1,111,6,,,,,,,,,
PEPS,0031-5826,1744-6570,PERSONNEL PSYCHOLOGY,695,300,$2.32,,10.1111/(ISSN)1744-6570,https://onlinelibrary.wiley.com/journal/17446570,Psychology,Organizational & Industrial Psychology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,50,72,4,1948,VOL. 1,1,1996,49,4,,4.057,
PER,0890-2070,1099-0984,EUROPEAN JOURNAL OF PERSONALITY,2377,84,$28.30,,10.1002/(ISSN)1099-0984,https://onlinelibrary.wiley.com/journal/10990984,Psychology,Personality & Individual Differences,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1996,10,33,6,1987,VOL. 1,1,1995,9,5,European Association of Personality Psychology,3.707,
PERE,1350-4126,1475-6811,PERSONAL RELATIONSHIPS,758,171,$4.43,,10.1111/(ISSN)1475-6811,https://onlinelibrary.wiley.com/journal/14756811,Psychology,Social Psychology,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,4,26,4,1994,VOL. 1,1,1996,3,4,International Association for Relationship Research,0.739,
PETR,1397-3142,1399-3046,PEDIATRIC TRANSPLANTATION,1703,184,$9.26,,10.1111/(ISSN)1399-3046,https://onlinelibrary.wiley.com/journal/13993046,Medicine,Transplantation,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,3,23,8,,,,,,,International Pediatric Transplant Association,1.294,
PFI,1090-8811,1930-8272,PERFORMANCE IMPROVEMENT,574,17,$33.76,,10.1002/(ISSN)1930-8272,https://onlinelibrary.wiley.com/journal/19308272,"Business, Economics, Finance & Accounting",General & Introductory Business & Management,Print & Online,,,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2006,45,58,10,1961,VOL. 1,1,2005,44,10,International Society for Performance Improvement,,
PHAR,0277-0008,1875-9114,PHARMACOTHERAPY: THE JOURNAL OF HUMAN PHARMACOLOGY AND DRUG THERAPY,669,1621,$0.41,,10.1002/(ISSN)1875-9114,https://onlinelibrary.wiley.com/journal/18759114,Medicine,Pharmacology & Pharmaceutical Medicine,Online,2019 E-Only Title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,17,39,12,1981,VOL. 1,1,1996,16,6,American College of Clinical Pharmacy (ACCP),2.932,
PHC3,,1747-9991,PHILOSOPHY COMPASS  ,1486,386,$3.85,,10.1111/(ISSN)1747-9991,https://onlinelibrary.wiley.com/journal/17479991,Humanities,General Philosophy,Online,E-only title,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2006,1,14,12,,,,,,,,,
PHEN,0307-6962,1365-3032,PHYSIOLOGICAL ENTOMOLOGY,1531,3,$510.33,,10.1111/(ISSN)1365-3032,https://onlinelibrary.wiley.com/journal/13653032,Life Sciences,Entomology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,22,44,4,1926,VOL. 1,1,1996,21,4,Royal Entomological Society,1.063,
PHIB,2153-9596,2153-960X,ANALYTIC PHILOSOPHY,1014,9,$112.67,,10.1111/(ISSN)2153-960X,https://onlinelibrary.wiley.com/journal/2153960X,Humanities,Analytic Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,38,60,4,1960,VOL. 1,1,1996,37,4,Analysis Committee,,
PHIL,0031-806X,1467-9191,PHILOSOPHICAL FORUM,541,27,$20.04,,10.1111/(ISSN)1467-9191,https://onlinelibrary.wiley.com/journal/14679191,Humanities,General Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1999,30,50,4,,,,,,,Philosophical Forum Inc (PF),,
PHIN,0190-0536,1467-9205,PHILOSOPHICAL INVESTIGATIONS,1118,16,$69.88,,10.1111/(ISSN)1467-9205,https://onlinelibrary.wiley.com/journal/14679205,Humanities,General Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,20,42,4,1978,VOL. 1,1,1996,19,4,,,
PHIS,1533-6077,1758-2237,PHILOSOPHICAL ISSUES,#N/A,38,#N/A,,10.1111/(ISSN)1758-2237,https://onlinelibrary.wiley.com/journal/17582237,Humanities,General Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2003,13,29,1,,,,,,,,,
PHN,0737-1209,1525-1446,PUBLIC HEALTH NURSING,1051,138,$7.62,,10.1111/(ISSN)1525-1446,https://onlinelibrary.wiley.com/journal/15251446,"Nursing, Dentistry & Healthcare",Public Health Nursing & Health Visiting,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,14,36,6,1984,VOL. 1,1,1996,13,6,,0.788,
PHOR,0031-868X,1477-9730,THE PHOTOGRAMMETRIC RECORD,943,13,$72.54,,10.1111/(ISSN)1477-9730,https://onlinelibrary.wiley.com/journal/14779730,"Earth, Space & Environmental Sciences",GIS & Remote Sensing,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,15,34,4,1953,VOL. 1,1,1996,15,88,Remote Sensing and Photogrammetry Society,3.256,
PHP,0031-8655,1751-1097,PHOTOCHEMISTRY & PHOTOBIOLOGY,1413,585,$2.42,,10.1111/(ISSN)1751-1097,https://onlinelibrary.wiley.com/journal/17511097,Life Sciences,Cell & Molecular Biology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,65,95,6,1962,VOL. 1,1,1996,64,6,American Society for Photobiology,2.121,
PHPE,1520-8583,1758-2245,PHILOSOPHICAL PERSPECTIVES,#N/A,49,#N/A,,10.1111/(ISSN)1520-8583,https://onlinelibrary.wiley.com/journal/15208583,Humanities,General Philosophy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2003,17,33,1,,,,,,,,,
PHPP,0905-4383,1600-0781,"PHOTODERMATOLOGY, PHOTOIMMUNOLOGY & PHOTOMEDICINE",948,114,$8.32,,10.1111/(ISSN)1600-0781,https://onlinelibrary.wiley.com/journal/16000781,Medicine,Dermatology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1998,14,35,6,1984,Vol. 1,,1997,,,British Photodermatology Group,2.662,
PHPR,0031-8205,1933-1592,PHILOSOPHY AND PHENOMENOLOGICAL RESEARCH,385,175,$2.20,,10.1111/(ISSN)1933-1592,https://onlinelibrary.wiley.com/journal/19331592,Humanities,Phenomenology,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2001,62,98-99,6,,,,,,,Philosophy and Phenonmenological Research LLC,,
PI,0959-8103,1097-0126,POLYMER INTERNATIONAL,4803,342,$14.04,,10.1002/(ISSN)1097-0126,https://onlinelibrary.wiley.com/journal/10970126,Physical Sciences & Engineering,Polymer Science & Technology General,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,10,68,12,1969,VOL. 1,1,1995,9,5,Society of Chemical Industry,2.070,
PIM,0141-9838,1365-3024,PARASITE IMMUNOLOGY,3443,202,$17.04,,10.1111/(ISSN)1365-3024,https://onlinelibrary.wiley.com/journal/13653024,Medicine,Immunology,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,19,41,12,1979,VOL. 1,1,1996,18,12,,2.493,
PIN,1320-5463,1440-1827,PATHOLOGY INTERNATIONAL,2251,287,$7.84,,10.1111/(ISSN)1440-1827,https://onlinelibrary.wiley.com/journal/14401827,Medicine,Pathology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,47,69,12,1951,VOL. 1,1,1996,46,12,Japanese Society of Pathology,1.465,
PIP,1062-7995,1099-159X,PROGRESS IN PHOTOVOLTAICS: RESEARCH AND APPLICATIONS,3666,173,$21.19,,10.1002/(ISSN)1099-159X,https://onlinelibrary.wiley.com/journal/1099159X,Physical Sciences & Engineering,Solar Energy & Photovoltaics,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,4,27,12,1993,VOL. 1,1,1995,3,4,,7.365,
PIQ,0898-5952,1937-8327,PERFORMANCE IMPROVEMENT QUARTERLY,326,14,$23.29,,10.1002/(ISSN)1937-8327,https://onlinelibrary.wiley.com/journal/19378327,"Business, Economics, Finance & Accounting",Training & Human Resource Development / Performance Improvement,Print & Online,,,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,10,32,4,1988,VOL. 1,1,1996,9,4,International Society for Performance Improvement,,
PIRS,1056-8190,1435-5957,PAPERS IN REGIONAL SCIENCE,#N/A,73,#N/A,,10.1111/(ISSN)1435-5957,https://onlinelibrary.wiley.com/journal/14355957,Social & Behavioral Sciences,Regional Geography,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,76,98,6,1955,VOL. 1,1,1996,75,4,Regional Science Association International,1.272,
PITS,0033-3085,1520-6807,PSYCHOLOGY IN THE SCHOOLS,1192,82,$14.54,,10.1002/(ISSN)1520-6807,https://onlinelibrary.wiley.com/journal/15206807,Psychology,Educational & School Psychology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1996,33,56,10,1964,VOL. 1,1,1995,32,4,,1.190,
PLAR,1081-6976,1555-2934,POLAR: POLITICAL AND LEGAL ANTHROPOLOGY REVIEW,88,474,$0.19,,10.1111/(ISSN)1555-2934,https://anthrosource.onlinelibrary.wiley.com/journal/15552934,Social & Behavioral Sciences,Economic & Political Anthropology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,20,42,3,,,,,,,American Anthropological Association,0.775,
PLB,1435-8603,1438-8677,PLANT BIOLOGY,1554,6,$259.00,,10.1111/(ISSN)1438-8677,https://onlinelibrary.wiley.com/journal/14388677,Life Sciences,Plant Science,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1999,1,21,6,1884,,,1996,,,German Botanical Society,2.106,
PLMS,0024-6115,1460-244X,PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,1625,115,$14.13,,10.1112/(ISSN)1460-244X,https://londmathsoc.onlinelibrary.wiley.com/journal/1460244X,Mathematics & Statistics,General & Introductory Mathematics,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,74,118-119,12,1865,VOLUME 1,1,1996,73,3,London Mathematical Society,1.272,
PMH,1932-8621,1932-863X,PERSONALITY AND MENTAL HEALTH,791,45,$17.58,FTE-Small,10.1002/(ISSN)1932-863X,https://onlinelibrary.wiley.com/journal/1932863X,Psychology,Clinical Psychology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,2007,1,13,4,,,,,,,Nottingham Healthcare NHS Foundation Trust,1.393,
PMRJ,1934-1482,1934-1563,PM&R,828,0,#DIV/0!,,10.1002/(ISSN)1934-1563,https://onlinelibrary.wiley.com/journal/19341563,Medicine,Physical Rehabilitation,Print & Online,2019 Takeover ,,Yes,Yes,,,,,Not in any Standard Collection,,,2009,1,11,12,,,,,,,,,
PNP,1367-7543,1931-227X,PROGRESS IN NEUROLOGY AND PSYCHIATRY,312,53,$5.89,,10.1002/(ISSN)1931-227X,https://onlinelibrary.wiley.com/journal/1931227X,Medicine,Neurology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2007,11,23,4,,,,,,,,,
