Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
British Journal of Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8295,BJOP                ,0007-1269    ,2044-8295    ,0,16,14,10,3,4,8,9,4,1,2,2,1,5,1,0,4,1,2,2,0,0,0,0,0,0,2,0,5
British Journal of Psychotherapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1752-0118,BJP                 ,0265-9883    ,1752-0118    ,0,9,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
British Journal of Social Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-8309,BJSO                ,0144-6665    ,2044-8309    ,0,24,5,4,1,4,6,1,11,8,3,4,2,1,3,3,5,4,4,1,0,0,0,0,1,0,0,0,2
British Journal of Special Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8578,BJSP                ,0952-3383    ,1467-8578    ,0,2,3,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British Journal of Urology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-410Xa,BJU                 ,0007-1331    ,1464-410X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,2,3,3,3,4,28
British Polymer Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-256X,PI                  ,0007-1641    ,1934-256X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32
Bulletin of Economic Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8586,BOER                ,0307-3378    ,1467-8586    ,2,2,12,3,1,0,1,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,2
Bulletin of Latin American Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1470-9856,BLAR                ,0261-3050    ,1470-9856    ,3,26,5,15,3,10,18,0,1,17,1,0,1,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the American Society for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8366,BULT                ,0095-4403    ,1550-8366    ,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the Association for Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2373-9223,BUL2                ,2373-9223    ,2373-9223    ,0,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulletin of the Institute of Classical Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-5370,BICS                ,0076-0730    ,2041-5370    ,0,5,6,0,8,0,1,1,1,1,3,6,1,1,16,4,0,0,0,2,1,6,1,1,0,0,0,8,10
Bulletin of the Korean Chemical Society,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1229-5949,BKCS                ,1229-5949    ,1229-5949    ,0,95,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Ethics: A European Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8608,BEER                ,0962-8770    ,1467-8608    ,0,3,1,4,1,1,2,1,1,5,3,1,1,1,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0
Business Strategy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8616,BUSR                ,0955-6419    ,1467-8616    ,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Business Strategy and the Environment,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0836,BSE                 ,0964-4733    ,1099-0836    ,0,24,9,6,2,4,4,4,2,2,1,1,1,2,1,3,2,0,1,0,0,0,0,0,0,1,0,0,0
Business and Society Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8594,BASR                ,0045-3609    ,1467-8594    ,0,23,22,4,0,0,1,1,0,3,12,3,2,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
CA: A Cancer Journal for Clinicians,John Wiley and Sons,Wiley Online Library,10.3322/(ISSN)1542-4863,CAAC                ,0007-9235    ,1542-4863    ,0,325,223,86,83,50,35,28,13,23,24,22,18,14,5,9,20,4,5,1,3,2,3,1,0,1,6,0,38
Campus Legal Advisor,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1945-6239,CALA                ,1531-3999    ,1945-6239    ,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campus Security Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1945-6247,CASR                ,1551-2800    ,1945-6247    ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Administrative Sciences / Revue Canadienne des Sciences de l'Administration,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1936-4490,CJAS                ,0825-0383    ,1936-4490    ,5,9,0,6,0,0,2,2,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7976,CJAG                ,0008-3976    ,1744-7976    ,1,11,20,10,5,4,21,2,9,4,0,6,1,0,2,0,0,1,1,1,1,0,0,0,0,2,0,1,2
Canadian Journal of Economics/Revue canadienne d'̩conomique,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5982,CAJE                ,0008-4085    ,1540-5982    ,0,8,22,14,5,11,8,2,6,3,2,0,4,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Canadian Journal of Statistics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1708-945X,CJS                 ,0319-5724    ,1708-945X    ,0,4,2,2,3,3,1,0,0,0,2,3,0,0,1,1,0,2,2,1,0,0,0,0,1,0,0,0,0
Canadian Public Administration,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1754-7121,CAPA                ,0008-4840    ,1754-7121    ,0,2,4,1,1,0,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Canadian Review of Sociology/Revue canadienne de sociologie,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-618X,CARS                ,1755-6171    ,1755-618X    ,0,5,0,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Cancer,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0142,CNCR                ,0008-543X    ,1097-0142    ,0,539,314,162,117,134,120,140,123,148,132,106,101,87,124,69,43,64,34,27,21,38,27,29,44,33,11,10,285
Cancer Cytopathology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6638,CNCY                ,1934-662X    ,1934-6638    ,2,249,63,66,38,8,8,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer Cytopathology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0142a,CNCR                ,0008-543X    ,1097-0142    ,0,0,0,0,0,0,0,0,0,5,11,12,10,28,8,7,10,7,2,2,3,0,0,0,0,0,0,0,0
Cancer Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2045-7634,CAM4                ,2045-7634    ,2045-7634    ,0,103,22,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1523-5394,CPRA                ,1065-4704    ,1523-5394    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0
Cancer Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1349-7006,CAS                 ,1347-9032    ,1349-7006    ,0,54,72,66,45,57,69,89,57,53,47,18,17,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cardiovascular Drug Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1527-3466,CDR                 ,0897-5957    ,1527-3466    ,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,2,1,3,7,1,1,0,0,0,0,0,0,1,0
Cardiovascular Therapeutics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-5922,CDR                 ,1755-5914    ,1755-5922    ,0,16,2,7,11,12,6,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catheterization and Cardiovascular Diagnosis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0304,CCD                 ,0098-6569    ,1097-0304    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,4,0,2,0,3
Catheterization and Cardiovascular Interventions,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-726X,CCD                 ,1522-1946    ,1522-726X    ,17,247,92,41,59,25,14,17,7,13,19,9,6,16,5,10,12,2,1,0,0,0,0,0,0,0,0,0,0
Cell Biochemistry and Function,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0844,CBF                 ,0263-6484    ,1099-0844    ,0,30,9,8,8,4,7,3,4,4,2,2,4,5,1,0,1,0,0,0,0,1,1,1,0,1,0,0,2
Cell Biology International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1095-8355,CBIN                ,1065-6995    ,1095-8355    ,1,80,36,11,22,20,12,36,3,7,5,6,8,0,7,1,3,5,4,1,0,0,1,0,0,0,0,0,0
Cell Biology International Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2041-5346,CBI3                ,2041-5346    ,2041-5346    ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell Motility,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0169a,CM                  ,0271-6585    ,1097-0169    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Cell Motility,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0169,CM                  ,0886-1544    ,1097-0169    ,0,0,0,0,0,0,0,0,6,4,4,7,21,3,2,3,2,2,1,2,3,0,1,1,7,1,0,4,5
Cell Proliferation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2184,CPR                 ,0960-7722    ,1365-2184    ,0,60,9,13,6,11,7,4,2,7,2,0,3,6,6,1,2,0,0,0,0,0,1,1,1,0,2,0,14
CHEMKON,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3730,CKON                ,0944-5846    ,1521-3730    ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular Microbiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1462-5822,CMI                 ,1462-5814    ,1462-5822    ,11,237,95,49,132,51,42,43,54,27,63,51,26,17,12,10,13,3,5,0,0,0,0,0,0,0,0,0,0
Centaurus,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0498,CNT                 ,0008-8994    ,1600-0498    ,0,0,4,2,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
Center for Migration Studies special issues,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-411X,CMS3                ,2050-411X    ,2050-411X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
Central Issues in Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-6227,CIAN                ,0739-7917    ,1937-6227    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Cephalalgia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-2982,CEPH                ,0333-1024    ,1468-2982    ,4,0,0,0,0,0,0,0,0,1,4,1,0,1,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0
ChemBioChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1439-7633,CBIC                ,1439-4227    ,1439-7633    ,0,342,123,118,69,37,62,37,36,50,38,22,53,20,19,12,6,0,0,0,0,0,0,0,0,0,0,0,0
ChemBioEng Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2196-9744,CBEN                ,2196-9744    ,2196-9744    ,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemCatChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1867-3899,CCTC                ,1867-3880    ,1867-3899    ,0,200,128,40,21,18,118,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemElectroChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2196-0216,CELC                ,2196-0216    ,2196-0216    ,0,161,62,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemInform,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2667,CHIN                ,0931-7597    ,1522-2667    ,0,514,29,17,8,9,1,2,2,9,3,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemMedChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1860-7187,CMDC                ,1860-7179    ,1860-7187    ,0,220,74,50,35,30,20,41,15,39,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemNanoMat,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2199-692X,CNMA                ,2199-692X    ,2199-692X    ,0,96,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemPhysChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1439-7641,CPHC                ,1439-4235    ,1439-7641    ,0,254,90,109,50,65,49,42,43,41,25,47,44,38,14,19,8,2,0,0,0,0,0,0,0,0,0,0,0
ChemPlusChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2192-6506,CPLU                ,2192-6506    ,2192-6506    ,0,61,26,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemSusChem,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1864-564X,CSSC                ,1864-5631    ,1864-564X    ,0,380,123,77,64,43,36,29,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical Biology & Drug Design,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-0285,CBDD                ,1747-0277    ,1747-0285    ,0,47,35,16,10,18,10,9,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemical Engineering & Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4125,CEAT                ,0930-7516    ,1521-4125    ,0,42,5,2,6,1,4,8,2,24,2,3,3,9,9,1,2,0,0,1,3,1,1,0,0,0,1,2,0
Chemical Vapor Deposition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3862,CVDE                ,0948-1907    ,1521-3862    ,0,0,1,6,2,3,5,1,0,2,1,13,5,4,2,1,3,1,2,0,0,1,1,0,0,0,0,0,0
Chemie Ingenieur Technik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-2640,CITE                ,0009-286X    ,1522-2640    ,0,7,6,3,1,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5
Chemie in unserer Zeit,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3781,CIUZ                ,0009-2851    ,1521-3781    ,0,16,3,0,0,2,0,1,0,3,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Chemische Berichte,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0682,CBER                ,0009-2940    ,1099-0682    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,6,6,10,5,5,135
Chemistry & Biodiversity,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-1880,CBDV                ,1612-1872    ,1612-1880    ,0,62,2,3,6,11,7,6,8,6,10,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemistry & Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2047-6329,CIND                ,0009-3068    ,2047-6329    ,0,15,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemistry ? A European Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3765,CHEM                ,0947-6539    ,1521-3765    ,0,1271,503,334,285,266,183,172,155,135,91,144,77,125,86,41,44,13,20,6,12,11,1,0,0,0,0,0,0
Chemistry ? An Asian Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1861-471X,ASIA                ,1861-4728    ,1861-471X    ,0,201,24,50,33,25,35,16,25,8,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemistryOpen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2191-1363,OPEN                ,2191-1363    ,2191-1363    ,1,9,16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChemistrySelect,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2365-6549,SLCT                ,2365-6549    ,2365-6549    ,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child & Family Social Work,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2206,CFS                 ,1356-7500    ,1365-2206    ,0,4,4,11,1,0,1,0,4,0,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child Abuse Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0852,CAR                 ,0952-9136    ,1099-0852    ,0,4,1,0,1,0,4,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Child Development,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8624,CDEV                ,0009-3920    ,1467-8624    ,9,195,57,89,79,47,68,50,59,40,59,54,24,43,10,18,42,21,15,23,20,2,0,0,0,0,0,0,0
Child Development Perspectives,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1750-8606,CDEP                ,1750-8592    ,1750-8606    ,0,49,65,21,36,29,15,5,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Child Psychology and Psychiatry Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-2155,CAMH                ,1360-6417    ,1469-2155    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
Child and Adolescent Mental Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-3588,CAMH                ,1475-357X    ,1475-3588    ,1,11,1,1,3,6,4,0,4,2,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Child: Care, Health and Development",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2214,CCH                 ,0305-1862    ,1365-2214    ,1,28,27,11,8,5,8,6,2,3,7,8,4,3,5,6,1,2,0,0,2,0,2,1,0,1,0,0,0
Children & Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1099-0860,CHSO                ,0951-0605    ,1099-0860    ,0,6,8,0,0,0,1,1,1,3,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2
China & World Economy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-124X,CWE                 ,1671-2234    ,1749-124X    ,0,10,11,10,9,3,3,0,2,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLEAN ? Soil, Air, Water",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1863-0669,CLEN                ,1863-0650    ,1863-0669    ,0,30,12,12,2,3,4,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1614-7065,CJOC                ,1001-604X    ,1614-7065    ,0,28,11,4,0,5,2,10,5,4,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Digestive Diseases,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1443-9573,CDD                 ,1443-9611    ,1443-9573    ,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinese Journal of Geophysics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-0440,CJG2                ,0898-9591    ,2326-0440    ,0,15,5,3,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chirality,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-636X,CHIR                ,0899-0042    ,1520-636X    ,0,21,0,8,2,2,3,3,0,3,2,2,1,0,4,4,1,1,0,0,1,0,2,1,0,0,0,1,1
City & Community,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6040,CICO                ,1535-6841    ,1540-6040    ,0,84,28,23,26,19,11,15,28,4,15,1,7,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
City & Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-744X,CISO                ,0893-0465    ,1548-744X    ,0,1,10,8,10,5,27,3,3,3,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,2,0,0,5
Cladistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1096-0031,CLA                 ,0748-3007    ,1096-0031    ,11,88,25,14,9,18,11,5,8,9,2,7,4,6,4,3,0,0,4,1,3,0,0,0,0,0,0,0,0
Clinical & Experimental Allergy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2222,CEA                 ,0954-7894    ,1365-2222    ,0,73,62,37,34,19,28,16,20,24,10,8,11,6,8,8,3,12,18,8,2,2,1,0,3,1,1,1,5
Clinical & Experimental Allergy Reviews,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1472-9733,CER                 ,1472-9725    ,1472-9733    ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Clinical & Experimental Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2249,CEI                 ,0009-9104    ,1365-2249    ,0,59,29,32,18,14,22,12,6,7,11,3,7,11,16,6,10,13,0,4,5,5,5,3,5,2,1,2,0
Clinical & Experimental Ophthalmology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-9071,CEO                 ,1442-6404    ,1442-9071    ,0,42,10,11,14,3,6,9,4,1,6,3,2,3,2,2,2,14,0,0,0,0,0,0,0,0,0,0,0
Clinical & Laboratory Haematology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2257,IJLH                ,0141-9854    ,1365-2257    ,0,0,0,0,0,0,0,0,0,0,0,8,5,3,4,1,0,3,2,2,0,10,21,1,1,10,1,1,3
Clinical Anatomy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2353,CA                  ,0897-3806    ,1098-2353    ,0,71,63,23,41,7,11,3,16,7,15,0,5,2,7,8,8,1,0,1,2,1,3,4,2,0,0,0,0
Clinical Cardiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-8737,CLC                 ,0160-9289    ,1932-8737    ,0,28,37,30,30,25,27,17,15,5,11,1,10,10,5,6,2,11,5,11,13,6,18,14,15,18,51,31,35
Clinical Case Reports,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-0904,CCR3                ,2050-0904    ,2050-0904    ,0,34,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Endocrinology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2265,CEN                 ,0300-0664    ,1365-2265    ,0,122,76,59,50,41,33,28,45,24,13,20,36,15,15,25,7,11,14,7,7,5,6,8,4,2,0,5,27
Clinical Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1399-0004,CGE                 ,0009-9163    ,1399-0004    ,1,101,64,29,35,27,36,34,23,18,41,16,13,17,18,10,10,10,8,11,2,3,2,0,1,1,1,1,25
Clinical Implant Dentistry and Related Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1708-8208,CID                 ,1523-0899    ,1708-8208    ,0,4,2,1,1,1,0,3,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Clinical Liver Disease,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2046-2484,CLD                 ,2046-2484    ,2046-2484    ,0,33,21,20,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Microbiology and Infection,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-0691,CLM                 ,1198-743X    ,1469-0691    ,0,0,0,49,17,40,26,12,17,19,5,20,20,11,17,6,25,9,11,2,17,5,0,0,0,0,0,0,0
Clinical Obesity,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-8111,COB                 ,1758-8103    ,1758-8111    ,1,44,15,8,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Oral Implants Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0501,CLR                 ,0905-7161    ,1600-0501    ,48,24,5,8,5,10,1,4,10,0,7,7,5,2,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0
Clinical Otolaryngology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-4486,COA                 ,1749-4478    ,1749-4486    ,2,15,4,2,2,6,5,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Otolaryngology & Allied Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2273,COA                 ,0307-7772    ,1365-2273    ,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,6,2,1,2,0,0,4,1,1,0,2,1,8
