Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16
Companion Animal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2044-3862,COAN,1464-4630,2044-3862,117,35,82,22,10,9,4,14,1,7,16,9,5,4,16
Comparative and Functional Genomics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-6268,CFG,1531-6912,1532-6268,20,6,14,1,1,5,3,1,1,1,1,1,2,2,1
Competitive Intelligence Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6386,CIR,1058-0247,1520-6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complexity,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0526,CPLX,1076-2787,1099-0526,53,8,45,0,4,0,4,4,0,10,11,10,8,1,1
Comprehensive Reviews in Food Science and Food Safety,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1541-4337,CRF3,1541-4337,1541-4337,625,322,303,28,37,48,71,62,50,39,40,78,66,57,49
Computational Intelligence,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8640,COIN,0824-7935,1467-8640,15,6,9,0,0,0,3,0,0,3,2,1,2,0,4
Computer Aided Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0150,IGS,1092-9088,1097-0150,9,3,6,0,0,0,0,0,0,0,5,0,0,0,4
Computer Animation and Virtual Worlds,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1546-427X,CAV,1546-4261,1546-427X,19,5,14,1,0,4,0,1,5,2,1,2,1,1,1
Computer Applications in Engineering Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0542,CAE,1061-3773,1099-0542,18,1,17,1,1,1,2,1,2,0,4,1,3,2,0
Computer Graphics Forum,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8659,CGF,0167-7055,1467-8659,214,103,111,10,31,18,8,11,13,15,30,27,21,25,5
Computer-Aided Civil and Infrastructure Engineering,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8667,MICE,1093-9687,1467-8667,67,21,46,5,4,1,10,10,8,5,6,5,7,3,3
Concepts in Magnetic Resonance,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0534,CMR,1043-7347,1099-0534,21,0,21,2,0,4,7,0,1,2,2,0,1,0,2
Concepts in Magnetic Resonance Part A,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-5023,CMR,1546-6086,1552-5023,47,2,45,4,0,4,1,1,1,3,4,1,3,5,20
Concepts in Magnetic Resonance Part B: Magnetic Resonance Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-504X,CMRB,1552-5031,1552-504X,28,1,27,3,2,1,2,0,2,0,0,4,12,2,0
Concurrency and Computation: Practice and Experience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1532-0634,CPE,1532-0626,1532-0634,88,39,49,0,8,1,1,0,1,8,30,12,12,4,11
Concurrency: Practice and Experience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9128,CPE,1040-3108,1096-9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conflict Resolution Quarterly,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1541-1508,CRQ,1536-5581,1541-1508,44,12,32,6,1,7,4,2,0,2,3,6,6,5,2
Congenital Anomalies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-4520,CGA,0914-3505,1741-4520,29,8,21,2,4,2,0,2,1,2,0,12,1,1,2
Congenital Heart Disease,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1747-0803,CHD,1747-079X,1747-0803,86,27,59,2,1,7,3,9,3,17,15,9,12,4,4
Congestive Heart Failure,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7133,CHF,1527-5299,1751-7133,123,73,50,10,4,6,14,15,14,8,12,16,7,11,6
Conservation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1936-6779,CBP,1936-2145,1936-6779,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Conservation Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1523-1739,COBI,0888-8892,1523-1739,1928,984,944,123,200,272,162,227,108,88,71,168,167,245,97
Conservation in Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1552-5228,CBP,1539-6827,1552-5228,5,0,5,0,1,3,0,0,0,0,0,0,1,0,0
Conservation Letters,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1755-263X,CON4,1755-263X,1755-263X,511,259,252,45,73,44,25,31,15,28,30,35,51,65,69
Constellations,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8675,CONS,1351-0487,1467-8675,207,79,128,6,4,27,25,5,7,20,13,19,41,28,12
Consumer Psychology Review,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2476-1281,ARCP,2476-1273,2476-1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contact Dermatitis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0536,COD,0105-1873,1600-0536,135,32,103,8,5,8,10,14,5,19,16,17,26,2,5
Contemporary Accounting Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1911-3846,CARE,0823-9150,1911-3846,367,145,222,44,21,38,35,23,12,14,23,52,55,30,20
Contemporary Economic Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-7287,COEP,1074-3529,1465-7287,161,86,75,14,13,18,22,6,2,14,8,11,25,23,5
Contemporary Hypnosis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-0711,CH,0960-5290,1557-0711,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Continuing Cardiology Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2059-1594,CCE2,2059-1594,2059-1594,7,4,3,0,0,0,0,0,0,2,0,0,1,2,2
Contrast Media & Molecular Imaging,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1555-4317,CMMI,1555-4309,1555-4317,86,28,58,11,11,0,2,7,6,7,10,6,14,8,4
Contributions of the Latin American Anthropology Group,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1935-4940a,JLCA,1935-4940,1935-4940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contributions of the Meteoritical Society,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1945-5100b,MAPS,0096-2805,1945-5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contributions of the Society for Research on Meteorites,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1945-5100c,MAPS,0096-2813,1945-5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contributions to Plasma Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3986,2222,0863-1042,1521-3986,17,0,17,0,3,0,1,2,2,0,2,3,4,0,0
Conversations in Religion & Theology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-2214,CIRT,1479-2206,1479-2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corporate Governance: An International Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8683,CORG,0964-8410,1467-8683,90,30,60,12,2,4,3,6,4,1,9,11,15,13,10
Corporate Philanthropy Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1949-3207,CPRT,0885-8365,1949-3207,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Corporate Social Responsibility and Environmental Management,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1535-3966,CSR,1535-3958,1535-3966,42,15,27,1,4,0,0,6,6,3,1,5,4,7,5
Council for Museum Anthropology newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1379a,MUAN,0199-1450,1938-5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Council on Anthropology and Education Newsletter,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-4380,AEQ,0591-2202,1937-4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Council on Anthropology and Education Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1937-4399,AEQ,0098-2881,1937-4399,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Counseling and Values,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-007X,CVJ,0160-7960,2161-007X,6,3,3,0,0,0,0,0,0,0,0,4,2,0,0
Counselling and Psychotherapy Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1746-1405,CAPR,1473-3145,1746-1405,6,0,6,0,0,0,0,0,0,2,0,1,3,0,0
Counselor Education and Supervision,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1556-6978,CEAS,0011-0035,1556-6978,4,1,3,0,0,0,0,1,1,0,0,2,0,0,0
CPT: Pharmacometrics & Systems Pharmacology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2163-8306,PSP4,2163-8306,2163-8306,55,24,31,8,2,3,1,8,10,3,2,4,6,3,5
Creativity and Innovation Management,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8691,CAIM,0963-1690,1467-8691,56,24,32,2,8,4,8,2,0,6,5,7,6,6,2
Criminal Behaviour and Mental Health,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1471-2857,CBM,0957-9664,1471-2857,30,6,24,2,5,1,3,0,0,0,1,1,10,6,1
Criminology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-9125,CRIM,0011-1384,1745-9125,199,50,149,17,8,29,13,18,13,16,9,6,30,20,20
Criminology & Public Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-9133,CAPP,1538-6473,1745-9133,292,93,199,5,43,28,24,19,5,24,17,22,41,55,9
Critical Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8705,CRIQ,0011-1562,1467-8705,68,27,41,1,0,2,15,18,2,0,5,6,7,9,3
CrossCurrents,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1939-3881,CROS,0011-1953,1939-3881,17,10,7,0,0,0,1,3,1,1,0,0,6,4,1
Crystal Research and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4079,2223,0232-1300,1521-4079,95,10,85,5,5,6,11,11,5,9,10,9,11,8,5
Cultural Anthropology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1360,CUAN,0886-7356,1548-1360,653,292,361,28,49,107,85,87,16,34,55,58,48,51,35
Culture & Agriculture,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-486X,CUAG,1048-4876,1556-486X,35,7,28,0,0,0,6,3,0,1,0,3,6,13,3
"Culture, Agriculture, Food and Environment",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-9561,CUAG,2153-9553,2153-9561,62,43,19,1,8,0,8,12,10,5,1,4,1,8,4
Curator: The Museum Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2151-6952,CURA,0011-3069,2151-6952,110,20,90,3,4,7,30,6,19,5,9,5,12,3,7
Current Directions in Psychological Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8721,CDIR,0963-7214,1467-8721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Bioinformatics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-340X,CPBI,1934-3396,1934-340X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Cell Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-2616, ,1934-2500,1934-2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Chemical Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2160-4762,CPCH,2160-4762,2160-4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Cytometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-9300, ,1934-9297,1934-9300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Essential Laboratory Techniques,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1948-3430,CPET,1948-3430,1948-3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Food Analytical Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2572-5602, ,2572-5599,2572-5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Human Genetics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-8258, ,1934-8266,1934-8258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Immunology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-368X, ,1934-3671,1934-368X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Magnetic Resonance Imaging,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2572-5637, ,2572-5637,2572-5637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Microbiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-8533, ,1934-8525,1934-8533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Molecular Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-3647, ,1934-3639,1934-3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Mouse Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2161-2617,CPMO,2161-2617,2161-2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Neuroscience,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-8576, ,1934-8584,1934-8576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Nucleic Acid Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-9289, ,1934-9270,1934-9289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Pharmacology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-8290, ,1934-8282,1934-8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Plant Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2379-8068,CPPB,2379-8068,2379-8068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Protein Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-3663, ,1934-3655,1934-3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Stem Cell Biology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1938-8969, ,1941-7322,1938-8969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Protocols in Toxicology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-9262, ,1934-9254,1934-9262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curriculum Inquiry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-873X,CURI,0362-6784,1467-873X,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Curtis's Botanical Magazine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8748,CURT,1355-4905,1467-8748,27,5,22,0,10,1,0,0,3,2,2,2,0,0,7
Cytometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0320,CYTO,0196-4763,1097-0320,370,116,254,31,39,31,40,32,46,31,22,17,22,38,21
Cytometry Part A,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4930,CYTO,1552-4922,1552-4930,773,368,405,55,52,57,53,66,68,35,56,64,83,92,92
Cytometry Part B: Clinical Cytometry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4957,CYTB,1552-4949,1552-4957,215,73,142,15,7,11,19,24,12,17,23,26,30,13,18
Cytopathology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2303,CYT,0956-5507,1365-2303,94,18,76,7,3,11,13,3,2,3,11,10,19,5,7
Cytoskeleton,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1949-3592,CM,1949-3584,1949-3592,147,59,88,9,23,15,8,14,7,10,17,7,18,17,2
Deafness & Education International,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1557-069X,DEI,1464-3154,1557-069X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean and Provost,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-7587,DAP,1527-6562,1943-7587,3,0,3,0,0,0,1,0,1,0,0,0,1,0,0
Decision Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5915,DECI,0011-7315,1540-5915,138,63,75,11,9,11,13,12,7,14,9,11,16,15,10
Decision Sciences Journal of Innovative Education,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-4609,DSJI,1540-4595,1540-4609,18,9,9,0,0,0,1,4,3,0,2,1,4,0,3
Dental Traumatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-9657,EDT,1600-4469,1600-9657,30,6,24,1,2,0,1,0,3,1,6,2,2,11,1
Depression,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7162,DEPR,1062-6417,1522-7162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Depression and Anxiety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6394,DA,1091-4269,1520-6394,469,184,285,56,47,29,39,39,30,38,26,30,65,28,42
Dermatologic Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1524-4725,DSU,1076-0512,1524-4725,214,98,116,11,14,22,26,39,22,8,26,18,12,13,3
Dermatologic Therapy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1529-8019,DTH,1396-0296,1529-8019,236,88,148,10,15,13,23,15,26,21,34,25,27,10,17
Design Management Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1942-5074, ,1942-5074,1948-7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design Management Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1948-7177,DMJ,1942-5074,1948-7177,3,1,2,0,0,2,0,0,1,0,0,0,0,0,0
Design Management Journal (Former Series),John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1948-7169a,DREV,1045-7194,1948-7169,14,0,14,1,0,4,3,1,0,0,0,2,0,3,0
Design Management Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1948-7169,DREV,1557-0614,1948-7169,65,10,55,0,1,40,0,4,0,1,0,2,8,4,5
Deutsche Entomologische Zeitschrift,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1860-1324,2224,1435-1951,1860-1324,8,0,8,0,4,0,0,0,0,2,0,0,1,0,1
Developing World Bioethics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1471-8847,DEWB,1471-8731,1471-8847,95,54,41,0,0,14,41,4,6,1,9,5,3,12,0
Development and Alumni Relations Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1945-6255,DARR,1523-5343,1945-6255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Development and Change,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7660,DECH,0012-155X,1467-7660,440,177,263,19,33,22,53,41,15,43,53,33,66,33,29
Development Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7679,DPR,0950-6764,1467-7679,105,23,82,4,12,9,3,11,3,11,4,10,13,15,10
"Development, Growth & Differentiation",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-169X,DGD,0012-1592,1440-169X,248,92,156,29,24,29,18,30,12,18,13,16,23,26,10
Developmental Disabilities Research Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1940-5529,DDRR,1940-5510,1940-5529,30,7,23,0,1,2,6,6,2,0,0,7,3,3,0
Developmental Dynamics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0177,DVDY,1058-8388,1097-0177,1124,499,625,84,99,103,123,108,71,63,103,110,116,99,45
Developmental Genetics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6408,DVG,0192-253X,1520-6408,33,0,33,1,3,1,5,2,2,0,1,9,2,5,2
Developmental Medicine & Child Neurology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-8749,DMCN,0012-1622,1469-8749,582,198,384,35,57,53,48,23,33,40,71,91,68,30,33
Developmental Neurobiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-846X,NEU,1932-8451,1932-846X,363,148,215,19,23,45,34,24,22,22,37,27,48,37,25
Developmental Psychobiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2302,DEV,0012-1630,1098-2302,344,115,229,16,14,48,24,38,27,12,34,40,29,26,36
Developmental Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7687,DESC,1363-755X,1467-7687,733,415,318,21,37,71,130,47,24,27,35,114,131,55,41
Developments in Chemical Engineering and Mineral Processing,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-2143a,APJ,0969-1855,1932-2143,8,0,8,0,2,2,0,0,1,2,0,0,0,1,0
"Diabetes, Obesity and Metabolism",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1463-1326,DOM,1462-8902,1463-1326,584,261,323,38,67,62,43,42,26,53,44,64,60,50,35
Diabetes/Metabolism Research and Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-7560,DMRR,1520-7552,1520-7560,249,107,142,11,18,33,14,13,10,24,21,30,26,26,23
Diabetes/Metabolism Reviews,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0895,DMRR,0742-4221,1099-0895,8,0,8,1,0,2,0,0,2,1,1,1,0,0,0
Diabetic Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-9136,DME,0742-3071,1096-9136,17,0,17,2,0,1,2,2,0,2,1,2,2,1,2
Diabetic Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-5491,DME,0742-3071,1464-5491,532,216,316,38,57,77,43,25,22,44,29,54,53,54,36
Diagnostic Cytopathology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1097-0339,DC,8755-1039,1097-0339,632,83,549,28,92,35,98,55,48,27,65,74,36,36,38
Dialectica,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1746-8361,DLTC,0012-2017,1746-8361,39,6,33,2,12,2,1,1,0,3,11,0,2,1,4
Dialog,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-6385,DIAL,0012-2033,1540-6385,13,8,5,0,0,0,1,0,1,0,5,2,1,2,1
Dialysis & Transplantation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0090-2934, ,0090-2934,1932-6920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialysis & Transplantation,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-6920,DAT,0090-2934,1932-6920,37,14,23,4,3,1,2,2,1,4,5,4,2,7,2
DIBt Mitteilungen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1437-1030,2095,1438-7778,1437-1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Angewandte Makromolekulare Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-9505,2264,0003-3146,1522-9505,32,0,32,3,7,1,1,7,2,1,1,1,1,6,1
Die Makromolekulare Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0025-116X,2261,0025-116X,0025-116X,151,0,151,17,13,10,23,18,10,7,8,11,12,12,10
"Die Makromolekulare Chemie, Rapid Communications",John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)0173-2803,2263,0173-2803,0173-2803,21,0,21,2,2,1,0,1,4,0,1,3,2,2,3
Die Unterrichtspraxis/Teaching German,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1756-1221,TGER,0042-062X,1756-1221,23,7,16,1,3,0,2,0,13,0,0,3,0,1,0
Differentiation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1432-0436,DIF,0301-4681,1432-0436,30,15,15,1,2,6,0,0,12,4,0,1,1,3,0
Digest of Middle East Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1949-3606,DOME,1060-4367,1949-3606,105,7,98,0,2,77,10,3,0,0,1,3,3,3,3
Digestive Endoscopy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1443-1661,DEN,0915-5635,1443-1661,120,31,89,11,5,5,12,7,10,11,18,8,19,4,10
Diplomatic History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7709,DIPH,0145-2096,1467-7709,57,21,36,6,1,9,5,0,7,3,5,6,0,7,8
Disability Compliance for Higher Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1943-8001,DHE,1086-1335,1943-8001,18,10,8,0,0,0,3,0,1,6,1,2,2,3,0
Disasters,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-7717,DISA,0361-3666,1467-7717,93,11,82,1,17,10,6,11,1,4,5,8,12,18,0
Diseases of the Esophagus,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2050,DOTE,1120-8694,1442-2050,149,67,82,4,12,11,12,15,11,17,21,12,10,16,8
Diversity and Distributions,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1472-4642,DDI,1366-9516,1472-4642,642,411,231,69,65,71,67,59,33,38,52,45,63,48,32
Drug and Alcohol Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-3362,DAR,0959-5236,1465-3362,105,47,58,4,14,7,6,13,2,11,12,21,4,6,5
Drug Development Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2299,DDR,0272-4391,1098-2299,126,36,90,8,7,11,8,8,5,6,19,16,20,9,9
Drug Testing and Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1942-7611,DTA,1942-7603,1942-7611,293,70,223,11,17,21,23,16,15,24,40,26,76,19,5
Dyslexia,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0909,DYS,1076-9242,1099-0909,21,4,17,0,6,4,1,0,0,2,1,2,3,0,2
Early Development and Parenting,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0917,ICD,1057-3593,1099-0917,4,0,4,0,0,2,0,0,0,0,0,2,0,0,0
Early Intervention in Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1751-7893,EIP,1751-7885,1751-7893,97,43,54,15,7,4,6,0,6,4,6,19,10,10,10
Early Medieval Europe,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-0254,EMED,0963-9462,1468-0254,138,44,94,1,5,21,44,9,1,6,3,17,15,8,8
Earth and Planetary Physics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2096-3955,EPP3,2096-3955,2096-3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth and Space Science,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2333-5084,ESS2,2333-5084,2333-5084,20,14,6,3,1,1,0,2,1,0,4,3,4,1,0
